track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
79s5XnCN4TJKTVMSmOx8Ep,Dior,Pop Smoke,76,6d1vGZsr6Uy3h9IigBpPAf,Meet The Woo,2019-07-26,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387
6VYXuUz1nYMap8gtqeIrQB,I Think I Luv Her,Tyla Yaweh,77,6SLjG25W8rKuvSUExihz7g,I Think I Luv Her,2019-09-27,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.902,0.608,11,-6.238,1,0.27,0.000456,0.0,0.0621,0.836,84.001,160742
7LGWmZaoS7jZJ5tEi9EcDi,HAD ENOUGH (feat. Quavo & Offset),Don Toliver,83,1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,2019-12-27,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.75,0.789,2,-4.578,1,0.108,0.253,0.0,0.129,0.673,147.957,157133
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,85,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,2019-10-25,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591
4Chy83oRs3pToekNNpvTU6,Her,DAO,35,4cta5VqXzzYJTJSv2onh2C,Her,2020-01-17,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.737,0.723,1,-9.483,0,0.0673,0.104,0.851,0.0979,0.334,89.967,123333
2VhbfT4qyB4KFhVEDplXxX,Sunset Blvd,7apes,54,0JkqkDXmAOTihmfJ6Ntq25,Sunset Blvd,2018-08-19,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.846,0.472,6,-9.833,0,0.0402,0.031,0.752,0.0941,0.533,132.043,196364
4aytB0kODhqRLnJwdJqUmW,Karru,FloFilz,53,4HQOFRq3nTEooj0PkVCtmM,Karru,2020-01-08,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.764,0.438,10,-8.76,0,0.0614,0.241,0.912,0.106,0.951,173.968,149016
7tzVMfgxbeMoxpBPz4EKoK,A Moment to Bill It - Beat Edit,Summers Sons,33,4Lg1s1pbnwpuDnxaGkiA42,A Moment to Bill It (Beat Edit),2020-01-17,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.733,0.244,11,-10.458,1,0.0636,0.538,0.345,0.58,0.346,90.53,89933
5vCMqXWUY0gQffbbX1z2eK,Visit By Cap Kendricks,Funky Notes,56,4Tp1yDTcXEOg5Nu8jb9cjV,Second Home,2019-05-03,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.525,0.729,6,-5.085,0,0.328,0.339,0.000494,0.538,0.842,81.634,195333
0eOOTL9t2P448umBMf8vcS,Wasabi Terraces,Testiculo y Uno,56,5ryOyyt5nd8JUDtJreLgNv,Wasabi Terraces,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.808,0.245,2,-11.114,1,0.0519,0.177,0.609,0.706,0.583,87.213,188053
6vhSIjj1M9HU9OnOi8sdqX,Verbania,Wun Two,44,7GBktDLN4nG7Ek5xeQllDX,Verbania,2020-01-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.61,0.341,7,-11.056,1,0.0499,0.179,0.807,0.113,0.69,146.005,124932
0cZcOtDqLaavK7LowhTBsa,sunny,j'san,65,0enwhVDrDgNf2QpeleSUSZ,sunny,2018-04-26,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.811,0.429,0,-11.503,1,0.0789,0.468,0.607,0.109,0.646,138.027,139130
06s7XknCVIqABJY8cGMol5,Haven,Finesse,43,0hijGWEK6AInJJjCcb5rwl,"No Future, Vol. 2",2020-01-07,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.687,0.188,4,-12.43,1,0.0681,0.687,0.663,0.0931,0.908,168.051,137180
63hM1i4OCu2axm2JwbQQXF,Triple Double,LESKY,41,4j2iPDfcAMSG0NS93VwS0T,Triple Double,2020-01-15,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.73,0.219,5,-15.187,0,0.0515,0.0814,0.858,0.106,0.287,91.007,163963
1sL9EukureVOZOrx69SiWB,ballin,Knowsum,31,6m7u6Qi8hF8ENugh1fdiXN,Sechs,2020-01-17,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.614,0.382,9,-11.951,0,0.0366,0.485,0.962,0.101,0.568,83.114,127229
7gcVX05HnwUIHev1pkh0ne,Quicky,Fractite,31,7y1kND5L0avs3E6JtRAXIh,Quicky,2020-01-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.74,0.123,8,-10.878,0,0.0734,0.00163,0.808,0.0827,0.205,90.988,79121
3nuSxBQUTn7nidezkdcBf4,Sizedrum,Leyze,43,3ud7MR6RnLOms34crGFRkl,Amnesie,2020-01-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.784,0.196,9,-9.913,0,0.536,0.879,0.826,0.115,0.641,180.052,176562
0RVzAEJdh4VsuRIkLqmo7t,Good Morning,Green Assassin Dollar,44,4SCB9uNYIdzpQeicMrtFFy,Good Morning,2020-01-09,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.751,0.425,7,-8.947,1,0.0466,0.894,0.725,0.0976,0.778,75.128,65000
2APhx63Q8xpqlQ1lkomqTO,Earth,Beaumont,35,1fhepsHiihwTlCXEn178yj,Earth,2020-01-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.78,0.336,7,-13.902,0,0.173,0.714,0.448,0.128,0.94,140.118,99455
6BwCkzxd3h6eA5xqOUZzUY,Leaves covered by snow,No Spirit,60,65sqJcX1qHjBztviCk7xaK,Chillhop Essentials Winter 2019,2019-12-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.473,0.318,8,-13.997,1,0.0341,0.679,0.865,0.0844,0.113,89.992,184000
0QiMXPWqr4HkJICdUxAwCw,Winter In Lofi Land,Katashi Kaitō,47,3DjLV9ZTmY2XrGLFilm1cE,Winter In Lofi Land,2020-01-03,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.778,0.657,7,-5.02,1,0.037,0.172,0.616,0.126,0.555,82.988,150362
2NEjPjHPuTjUqQ8MoIWi0Z,no stress,Oilix,15,2ytUOoS3iYfCzXQ7tRtvhh,Summer Trip,2019-02-26,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.611,0.702,0,-6.944,1,0.0366,0.145,0.176,0.424,0.734,89.999,229407
0vTJP35J4M1PY9iAA8UmbV,Sao Paulo Sunset,Saib,59,4uqJIUuSpvidPfFLDkAmHP,Summer Days,2019-03-08,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.693,0.918,7,-8.307,1,0.088,0.323,0.558,0.392,0.757,176.15,207401
5VmL8CrjM82tIGWwum8Cbo,Venice,Gyvus,62,380nnXWEOGoB4ILSl7mijj,Venice,2018-06-23,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.881,0.561,8,-7.351,1,0.139,0.333,0.88,0.148,0.801,95.011,156632
76RXCXdZaVZ9LHbmBypZnM,Rio Roadtrippin',Ozoyo,50,2fmsUtw5U7ACNF4NtQ371Z,Rio Roadtrippin',2019-12-27,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.721,0.769,6,-8.095,0,0.165,0.134,0.651,0.166,0.832,78.99,153418
0FouIjnjH3ygThiuPuBatM,Nacada Drive,Testiculo y Uno,48,7JjBDksPxrERpZA4Vrl2H9,Nacada Drive,2020-01-08,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.683,0.839,10,-9.979,0,0.129,0.0526,0.842,0.951,0.631,93.915,159419
6VCeEqyExn5hfV1dBsGDIm,Fave Thing,Funky Notes,56,0ecADXvGhKIWjKDwX37Aox,Fave Thing,2019-11-01,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.52,0.403,4,-13.17,0,0.274,0.212,0.000528,0.139,0.233,169.471,184000
1xHXZxN2boq8o6ohlAlB1O,Raw Quartet,Cookin Soul,59,5U50WTkFpKyj7jqvdYSKrg,Raw Quartet,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.661,0.47,7,-5.195,1,0.0917,0.163,0.329,0.192,0.339,84.024,182857
6B6QA7QrMPio472SsQjQnh,Vaca,Wun Two,56,3yvn70JLWtpkqBGRFk5tQ8,Vaca,2019-12-30,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.75,0.338,4,-9.036,1,0.0497,0.119,0.835,0.146,0.684,142.069,128451
1pqkpQx65J0uwl5PbnUDuJ,Fantasia,El Jazzy Chavo,41,7A4wJj58m8VZf2pjHGAAA9,Fantasia,2020-01-03,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.665,0.502,6,-8.868,0,0.0339,0.0138,0.882,0.158,0.286,86.971,153000
0J9C432nUkMtgKiHQrVF1L,Think for Yourself,Moonspatz,44,2cgAsluSyoCwyXlWgIGNOV,Think for Yourself,2020-01-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.685,0.807,3,-7.691,0,0.17,0.354,0.0109,0.137,0.56,85.007,150430
6ekeactpFOI9b9NzwWDDb9,Forward Backward,Max Keeble,40,24SZva5P5IKIM7XHlNk4cv,Titled Gully,2019-12-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.717,0.472,9,-11.145,0,0.0467,0.787,0.441,0.29,0.786,79.982,156000
6cx8ChG8jGa5Qc91PIO2yF,rhythmuss sein,Knowsum,49,6cyS2tWcORi65qXzWv3PqO,Dreamsville & Rhythmuss Sein,2019-12-25,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.728,0.415,10,-10.938,0,0.0565,0.951,0.954,0.103,0.349,84.082,102942
7sTVsEhtLy217gr6739xF4,Ready to Diet,Kevoe West,52,7dX1Zv1W3KGj4JmgnVGvZT,Ready to Diet,2019-12-06,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.602,0.437,1,-10.426,1,0.0281,2.22e-06,0.804,0.351,0.298,90.039,144250
6sCNSFRrvhVlLGWJTvTvbm,Whales,Cap Kendricks,54,1oacEjy92JhHJw1peFG9mi,Keep Swimming,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.449,0.325,5,-8.762,0,0.0336,0.808,0.711,0.518,0.0575,82.788,127229
74D5pms3OKB8xEem6KwLdY,Belém,DAO,61,7euwnYes5L8HOhZFg5hmFZ,Belém,2019-09-06,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.77,0.67,11,-10.602,0,0.0762,0.139,0.867,0.101,0.304,99.96,125400
4fypvLcaDU7pdHJ5xlRFPV,grass,MF Eistee,53,5WqyQlELzmUw552q2k4gNO,grass,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.804,0.372,11,-10.453,0,0.243,0.495,0.891,0.0944,0.591,166.115,161928
7ALj2jRLBUaWXnW89GlAbz,December - Chillaxed,The Breed,49,2N4bO4CBETQSS0OZWC0ed7,The Art of Chilling,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.702,0.439,1,-15.213,1,0.039,0.0123,0.0813,0.0702,0.651,140.032,120918
