track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,release_year,song_age,song_decade,edm_bpm_feel,edm_vibe
3A0X0wsZIvlsMdb7ZA57pM,My Shit Bang,Awnix & Toobaï,30,7tC0sDdSvPPmBMIgjlPGgz,My Shit Bang,2019-11-08,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.941,0.944,6,-4.094,1,0.235,0.00419,0.0215,0.0896,0.573,124.042,196089,2019,6,2010s,117.095648,0.5391929999999999
7G2Ax4k5WN0fGlQZQKWXwr,Get Away (feat. Rama Duke),Breathe Carolina,53,0yVKYfVfmlwiRV0v5oX2vb,Get Away (feat. Rama Duke),2019-06-21,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.516,0.958,0,-1.802,0,0.0698,0.00323,8.65e-05,0.315,0.538,126.039,126190,2019,6,2010s,120.745362,0.277608
6SG6Tf9em9kbueirgail0n,Virtual Gaming,Naeleck,37,3kMK7d2PvamT0kcTqjDuHC,Virtual Gaming,2020-01-10,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.658,0.97,9,-1.262,1,0.0527,0.000374,0.56,0.0884,0.192,128.039,228750,2020,5,2020s,124.19782999999998,0.126336
3J2gbESlzrz86jonlkE2Qg,2020 - Radio Edit,Chris Burke,30,35MzwNrVLXOUVoIsBSIiI2,2020,2019-12-31,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.569,0.974,5,-4.825,0,0.0435,0.00575,0.962,0.232,0.0683,130.039,144082,2019,6,2010s,126.65798599999998,0.03886269999999999
4bOWUh4oWJC3R5n6jDBLh7,I Want to Know,Divite,42,1wkqYS9uYv7n75yAujIF2o,I Want to Know,2019-12-12,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.558,0.755,10,-4.509,1,0.0509,0.0755,0.00432,0.189,0.287,127.939,206250,2019,6,2010s,96.59394499999999,0.160146
5IR4eSVnuXPu8pJtQuzC5I,Flowers - RudeLies Remix,Jacob Tillberg,52,4tyCsULyDybFPYAlQ02DvK,Flowers (RudeLies Remix),2019-09-13,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.655,0.899,11,-2.314,0,0.0372,0.00273,3.76e-05,0.34,0.707,126.021,175238,2019,6,2010s,113.292879,0.46308499999999997
7MxPKKqDRIJja7kMMfksFx,Special,Kevlah,38,25ByrHUQiHR9v5Bt2Dbcpi,Special,2019-11-06,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.595,0.502,10,-13.756,1,0.131,0.347,0.0,0.121,0.288,154.926,191000,2019,6,2010s,77.772852,0.17135999999999998
1IiXinz5S6xFKsPj7OW6Em,What to Do,GLDN,53,6lGMgl1nADZGaWtanFUQBL,What to Do,2019-09-06,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.705,0.632,5,-3.561,1,0.0375,0.197,4.64e-06,0.158,0.502,99.957,167144,2019,6,2010s,63.172824,0.35391
0QRRQ4HfvekI1U8TEdVYJe,Dancing,Wolvero,32,7zfNKVbHuqgnsUgKeVqIWW,Reflections EP,2019-12-06,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.765,0.782,5,-4.852,0,0.116,0.0125,0.857,0.0737,0.733,125.032,251860,2019,6,2010s,97.775024,0.560745
1KWrQXjHUvVUwjTypwDD2S,Damn Daniel - Radio Mix,Bombs Away,39,5JoTcJ5AuSO19ZgPSfNsHl,Damn Daniel (Bombs Away Remix),2016-03-04,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.71,0.964,1,-1.257,0,0.0502,0.0314,0.0145,0.294,0.72,128.068,163000,2016,9,2010s,123.457552,0.5112
2b5quz1xqBnmUeYYPdPkuS,Carry On,F.O.O.L,36,4ZJZ2kDMkvzaMD55T6E6ac,Carry On,2019-04-01,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.74,0.641,5,-4.199,0,0.0336,0.0117,0.405,0.358,0.601,128.026,277510,2019,6,2010s,82.064666,0.44473999999999997
5OgXcMDZUPp6Lf3IH3HRvM,425,Friz,28,2TojD5cVDbkuhQTj23CeCU,425,2019-12-17,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.852,0.463,7,-8.399,1,0.0694,0.00388,0.764,0.133,0.479,126.992,247280,2019,6,2010s,58.797296,0.40810799999999997
2Ceq5Ty6rJqazoZIWyS0Vc,Ocean (feat. Khalid) - David Guetta Remix,Martin Garrix,64,2lYxgMaJP2bGy4dhIToqzS,Ocean (feat. Khalid) [David Guetta Remix],2018-08-17,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.609,0.824,0,-8.251,0,0.0795,0.0913,2.88e-05,0.134,0.36,127.072,195833,2018,7,2010s,104.70732799999999,0.21924
3T7ZHIgO30bKeASQppPtM6,Young Ones - RudeLies Remix,Avenza,52,7ilK2JYZS3cuHLRbu91JWM,Young Ones (RudeLies Remix) [feat. Johnning],2019-10-11,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.661,0.943,4,-2.52,0,0.0392,0.0188,0.000231,0.272,0.71,128.16,198281,2019,6,2010s,120.85488,0.46931
5e9lzDRWdQR6gGHjiTcg4M,Waiting For Love,Brooks,60,3epN9BAzuZDvdHqhrReb5K,Waiting For Love,2019-07-26,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.57,0.836,10,-4.414,0,0.0706,0.00334,0.000469,0.0909,0.712,127.917,157500,2019,6,2010s,106.93861199999999,0.4058399999999999
5plG80hc7j4siXDhcUamjU,Promises - David Guetta Remix,Calvin Harris,8,191HBwuAFkDLbtQfyi1EYs,Promises (David Guetta Remix),2018-10-12,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,190417,2018,7,2010s,87.23442899999999,0.1323
3edfAZPM28vwbPjLD2iGBc,De bara jag här,Nørd,25,40XQ9tpbtJR0My3RLfy4eZ,Ensam,2019-10-25,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.81,0.634,8,-7.859,1,0.0639,0.00924,0.848,0.118,0.505,120.002,231500,2019,6,2010s,76.081268,0.40905
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Shawn Mendes,75,3ynoYncFXzo2OfPT8j93Pw,Lost In Japan (Remix),2018-09-27,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.706,0.855,10,-5.377,1,0.215,0.0911,0.0,0.347,0.293,107.184,201253,2018,7,2010s,91.64232,0.206858
7MYX0Vu0uMjVLCiy804sdX,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,54,2vFyRm6ZrYI7ravDNolYsr,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),2013-02-01,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,2013,12,2010s,102.10212000000001,0.06291999999999999
6jpjYncRJR54VB1xH8ZKnj,Promisers,Stone Forte,23,1lRUN5ebTz0K8ks3iU5130,Promisers,2019-12-06,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.641,0.734,2,-8.714,1,0.0436,0.00222,0.248,0.0966,0.157,150.024,236800,2019,6,2010s,110.117616,0.100637
0HdgslFKTE3hi2lCdOf2GJ,Bang Your Head - Naeleck & KATFYR Remix,Fukkk Offf,52,1bGS58VdgvzRDA0TyGUmXT,Bang Your Head,2018-10-05,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.679,0.969,2,-1.79,1,0.0745,0.012,0.72,0.0529,0.212,130.017,180923,2018,7,2010s,125.98647299999999,0.143948
6JSCyK7eMY4ye0EmuK2Q7g,Steppin' Forward - Designer Drugs Remix,DJ Mykal,24,1vlidkka9cKWIVdjPfKTra,Xmas Weapons,2017-12-25,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.81,0.983,9,-1.979,1,0.237,0.00035,0.903,0.155,0.158,129.008,229302,2017,8,2010s,126.81486400000001,0.12798
4wGqPjTb7TFzC1kpTJOVXU,Out of this,Teal Sky,21,5HyUgzkIrh9rpeu5m8kaBM,Out of this,2019-12-28,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.774,0.521,7,-13.31,0,0.056,0.145,0.382,0.114,0.537,122.991,247218,2019,6,2010s,64.078311,0.41563800000000006
713tpVMmKAaeJwuRFIZ1KT,Get Wkd,Sesco,24,5JGx3vS6BFj5gP1jAs5dDu,Get Wkd,2019-04-26,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.646,0.98,4,-2.341,0,0.0941,0.00087,0.644,0.656,0.406,130.009,228923,2019,6,2010s,127.40881999999998,0.262276
5JCi3pyggvk4B0yd0BK3ow,Stay High - Habits Remix,Tove Lo,69,5Z5O36p7BivXzkucc0PAfw,Queen Of The Clouds,2014-09-24,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.736,0.677,4,-7.036,0,0.0352,0.00114,0.844,0.0949,0.0747,121.01,258387,2014,11,2010s,81.92377,0.0549792
5PX4uS1LqlWEPL69phPVQQ,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),Kid Cudi,74,38MFjDPIDJFfLF7IVpe1rv,Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)],2012-01-01,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.722,0.687,0,-5.189,1,0.0556,0.00949,0.00413,0.0462,0.619,128.013,373627,2012,13,2010s,87.94493100000001,0.446918
0REinjAZvoW0PrhDS2aHAg,Threnody,Naeleck,25,2CUUZuC9EhMcnU7zdNWWrI,Threnody,2016-12-26,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.71,0.751,2,-4.455,1,0.0646,0.000119,0.892,0.102,0.311,128.016,243809,2016,9,2010s,96.14001599999999,0.22080999999999998
7b4vbqgzMhbFa0wdjfftQJ,One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,66,5vH3ugictBcayQWRWgfvpN,One Kiss (with Dua Lipa) [Remixes],2018-07-13,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.717,0.752,0,-6.933,1,0.065,0.251,0.000468,0.0802,0.14,123.97,281267,2018,7,2010s,93.22544,0.10038000000000001
5Z5OCdMKuwtOX1z1076TNZ,Say It - Illenium Remix,Flume,52,13bnswKVWc9bUcO352kGqF,Skin (The Remixes),2017-04-07,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.482,0.769,6,-4.473,1,0.0549,0.0343,0.00498,0.0953,0.427,149.69,267200,2017,8,2010s,115.11161,0.205814
4Ja9nYFkfPS7D9qiZFMUrH,Take A Sip - Dodge & Fuski Remix,Naeleck,49,0abjlTzZl6MxRRVe40POjU,Take A Sip Remixes,2019-03-15,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.617,0.986,4,-1.844,1,0.484,0.0048,0.000831,0.559,0.602,150.04,173600,2019,6,2010s,147.93944,0.371434
3LcL0BRnO3EgoAn9Y1ljNL,Gravity,Depdramez,30,0rE9bwF0C4GiH6vhYqM6kQ,Halloween Weapons,2018-10-31,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.709,0.933,11,-5.117,1,0.167,0.000688,0.271,0.245,0.133,127.993,219375,2018,7,2010s,119.417469,0.094297
18YRKiIZO4qDEc5Ik0Cry6,FRIENDS - R3hab Remix,Marshmello,62,2KBVjOOFq54CcaHTxItDhl,FRIENDS (R3hab Remix),2018-03-23,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.545,0.814,9,-4.398,0,0.0409,0.028,0.0,0.0969,0.696,104.93,157143,2018,7,2010s,85.41302,0.37932
1irGtQgn5giYnadMiD6gfT,Violence - Teo Moss Remix,Naeleck,24,0rE9bwF0C4GiH6vhYqM6kQ,Halloween Weapons,2018-10-31,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.639,0.717,0,-5.479,1,0.18,0.00136,0.0404,0.523,0.272,128.012,281250,2018,7,2010s,91.784604,0.17380800000000002
17nwt89Pq3pSwJMesCSqsv,Sunny,Robert Falcon,48,2K6S1AYHW9KipxkrYe4yUV,Sunny,2020-01-03,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.712,0.806,0,-4.202,1,0.252,0.00765,5.05e-06,0.146,0.64,126.018,169250,2020,5,2020s,101.570508,0.45568
4Jv7lweGIUOFQ7Oq2AtAh9,I Follow Rivers - The Magician Remix,Lykke Li,72,3Lp1pBV5Lao3Ry6CiEb7Y1,I Follow Rivers (The Magician Remix),2011-10-10,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.786,0.696,9,-5.796,0,0.0428,0.0234,0.0019,0.0839,0.306,121.974,280070,2011,14,2010s,84.89390399999999,0.240516
7vCfRri9TQ2k71GyVgGdre,Tiger,NoiseMakers,27,1vlidkka9cKWIVdjPfKTra,Xmas Weapons,2017-12-25,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.626,0.989,11,-3.647,0,0.0673,4.44e-05,0.0672,0.27,0.437,127.999,224299,2017,8,2010s,126.591011,0.273562
5UhQJc1gY9I667PZt90WEw,Purgatory,Ryllz,42,2WKh1JECy9Pue6pvnx7Zfu,Purgatory,2019-11-22,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.698,0.895,10,-5.062,0,0.369,0.152,0.569,0.32,0.654,180.027,178667,2019,6,2010s,161.124165,0.456492
15BlympuVSfZFROojEMY2M,Don't Let Me Down - Illenium Remix,The Chainsmokers,64,5yhNY3zM1Vx1oaL3GYTWIZ,Don't Let Me Down (Remixes),2016-05-27,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,218933,2016,9,2010s,52.249088,0.15194
1Cfws8y490Zpsqsyeme6V1,Sun In Our Eyes - Don Diablo Remix,MØ,58,2rzsbPDNEFlbrqdfH1ZlUY,Sun In Our Eyes (Don Diablo Remix),2018-08-08,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.699,0.861,4,-3.09,0,0.173,0.0589,2.64e-06,0.0794,0.315,125.942,206453,2018,7,2010s,108.43606199999999,0.220185
6qQVJNUPbgIdoQR4pqtQKv,Violence - Original Mix,Naeleck,24,0eXWVyG8ATaIwzDZUjPmSD,Violence Remixes,2014-12-22,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.745,0.938,7,-3.877,1,0.0695,0.00186,0.946,0.0915,0.686,128.034,289000,2014,11,2010s,120.09589199999999,0.51107
3z180uQXJRohgpkze58UEN,Bang,Top $helf,27,4orYKDarDYaLNFB2eZeHWZ,Bang,2020-01-10,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.867,0.922,10,-4.597,0,0.12,0.0209,0.389,0.461,0.159,135.056,206222,2020,5,2020s,124.52163200000001,0.137853
3abKAw6reL2U3vhAe98ZsY,Issues - Alan Walker Remix,Julia Michaels,64,5sQPgRVIINVIC2paHSqqfQ,Issues (Alan Walker Remix),2017-05-05,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.756,0.772,8,-4.379,1,0.0509,0.142,8.21e-06,0.0993,0.628,113.944,181000,2017,8,2010s,87.964768,0.474768
4QIzuPwXBsznrd3THZMEJs,The Universe Is Yours (feat. Micah Martin),ARMNHMR,48,3hgIBnfiy81mjhtGsRiXyt,The Universe Is Yours (feat. Micah Martin),2019-11-22,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.319,0.902,8,-2.703,0,0.065,0.0486,0.0,0.307,0.225,152.019,194211,2019,6,2010s,137.121138,0.071775
0XFZjhpSKttg8UIA1LEge3,The Violence - Sikdope Remix,Asking Alexandria,51,3VzsRKj9MNupcw6ttFZ7U8,The Violence (Sikdope Remix),2019-12-02,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.578,0.962,8,-2.645,1,0.0511,0.00629,0.0403,0.276,0.0335,150.059,185600,2019,6,2010s,144.35675799999999,0.019363
4hOh9Q2A9a8ZPDmTqd5pNn,Let The Bass,Sesco,25,5JGx3vS6BFj5gP1jAs5dDu,Get Wkd,2019-04-26,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.738,0.974,1,-3.247,1,0.0906,0.000238,0.667,0.0826,0.265,128.044,225000,2019,6,2010s,124.71485600000001,0.19557
5jziVuI3ZVihBecguWelsg,Lil' Death,Carbon Kevlar,30,1vlidkka9cKWIVdjPfKTra,Xmas Weapons,2017-12-25,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.631,0.879,5,-3.275,1,0.0398,6.89e-05,0.887,0.169,0.157,108.956,266356,2017,8,2010s,95.772324,0.099067
45xDw2nkvBaBvdoXRl0Sl8,Bang Your Head - Belzebass Remix,Fukkk Offf,26,1bGS58VdgvzRDA0TyGUmXT,Bang Your Head,2018-10-05,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.69,0.668,7,-3.702,1,0.101,0.00363,0.33,0.0768,0.43,110.972,211903,2018,7,2010s,74.129296,0.29669999999999996
4LbqL11mb75PKwfQvbVVUJ,Battleship - Original Mix,Teo Moss,25,1pwvhVmmGQ0O2yJDtvGjlV,Battleship,2014-06-23,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.587,0.787,9,-3.472,1,0.0941,0.00046,0.789,0.0835,0.266,128.013,363750,2014,11,2010s,100.74623100000001,0.156142
18P6dphVW7uRZLfhKZa9Pr,Grimey,Tony Romera,25,3UQMbY37fWFDKHriJaloZL,Grimey,2019-03-01,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.639,0.911,7,-4.257,1,0.216,0.041,0.0103,0.707,0.366,114.971,146087,2019,6,2010s,104.73858100000001,0.233874
5nrsM9j5oNy2SWDY7hsyaP,Hands Tied Down - Luhv & Friz Remix,Zuma.,27,1deNzBiyIXjHmD9kc0QSAN,Hands Tied Down (Luhv & Friz Remix),2019-10-30,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.883,0.725,5,-5.977,0,0.0953,0.106,0.311,0.089,0.584,127.98,277403,2019,6,2010s,92.7855,0.515672
6YqUmoIeLNLG1YNcriOufg,What You Wanted,The Keymakers,32,4P2oWyJrweQkDfHIKAefty,Spectra,2019-12-04,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.777,0.69,11,-5.905,1,0.0412,0.0252,0.00188,0.133,0.465,119.944,261826,2019,6,2010s,82.76136,0.36130500000000004
5RTrBe1HfkQD3CtLJ8a2y7,Funeral March - Original Mix,Black Tiger Sex Machine,26,676URK4TcTzKA3nys7DZzp,Funeral March,2015-01-13,Electro House 2020,317O0e8iWJLClLGDKtieRe,edm,electro house,0.457,0.892,9,-5.628,0,0.0511,0.00271,0.852,0.102,0.217,180.068,248105,2015,10,2010s,160.62065600000003,0.09916900000000001
04g1aQFzaegB7ovWaMMIzz,Congratulations - Don Diablo VIP Mix,Don Diablo,51,4PFXME1mmhj54RxWMxH5UX,Congratulations (Don Diablo VIP Mix),2020-01-17,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.818,0.879,7,-4.677,0,0.205,0.0912,0.00561,0.14,0.256,123.98,195484,2020,5,2020s,108.97842,0.20940799999999998
22zxLxXlXrBIm7XaazHNrg,Hold On (feat. Michel Zitron),Martin Garrix,75,2BxWklE9D6hPhvPgcvLWtZ,Hold On (feat. Michel Zitron),2019-12-27,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.422,0.711,2,-4.809,0,0.0385,0.0176,0.0,0.559,0.321,128.066,244453,2019,6,2010s,91.054926,0.135462
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79,2a9AGivapFES2j2ElI3odn,On & On,2019-11-22,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,147027,2019,6,2010s,97.05432,0.50049
1ICPREUY4yMNeFEgbNh7D5,Make You Mine (feat. Moa Lisa),Mike Williams,49,7J7m238D5jzzO8td6XGJHa,Make You Mine (feat. Moa Lisa),2020-01-17,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.72,0.781,6,-4.975,0,0.0569,0.0171,1.78e-06,0.215,0.349,126.004,213333,2020,5,2020s,98.409124,0.25127999999999995
6siDDghVE7fxel5o7fE4OF,Sweater Weather,Gaullin,69,3cPk3K7p6FB7OVEBoNxuW2,Sweater Weather,2019-11-01,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.57,0.873,5,-5.188,0,0.07,0.00853,0.0,0.365,0.236,125.086,171133,2019,6,2010s,109.200078,0.13451999999999997
3RBk0P36O7wCMxF263jRJL,I Will Let You Down (feat. KLARA),Madison Mars,59,260cikvVyA0LdY9qMt2Lsd,I Will Let You Down (feat. KLARA),2019-12-06,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.608,0.918,0,-1.137,0,0.0684,0.199,0.0,0.309,0.422,126.022,182000,2019,6,2010s,115.688196,0.25657599999999997
0xYqWfml0Wh2OWPCJ9qLKb,Young Money,DubVision,61,1s5Xr7mLvozvvl2p8gg3kM,Young Money,2019-09-20,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.661,0.979,1,-4.401,0,0.0812,0.00665,0.234,0.0837,0.683,125.981,152381,2019,6,2010s,123.335399,0.45146300000000006
1IdnTCh4GlzkjoceN6LVpQ,Good Thing (feat. Kehlani) - Marc Benjamin Remix,Zedd,50,6OPRsAMMOah7euti7cEFay,Good Thing (with Kehlani) [Remixes],2020-01-03,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.494,0.817,1,-7.631,0,0.175,0.105,0.00217,0.207,0.187,127.915,225000,2020,5,2020s,104.50655499999999,0.092378
4RdZfdkgW1OmkajhvcOxA1,Long Way Home,Tritonal,50,0nhFehBTPVt8Y5ZVheGCCc,Long Way Home,2020-01-17,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.511,0.795,6,-3.901,0,0.0509,0.0461,0.0,0.138,0.415,129.855,214154,2020,5,2020s,103.234725,0.212065
4PclDQ2lYPmIuhj4G3swK1,Alone (feat. Anjulie & Jeffrey Jey) - Club Mix,Marnik,57,4hSTJWMuGIfQ8w2Y2VfVSK,Alone (feat. Anjulie & Jeffrey Jey) [Club Mix],2020-01-03,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.56,0.934,11,-2.984,1,0.0378,0.00457,3.11e-06,0.297,0.325,134.004,201045,2020,5,2020s,125.159736,0.18200000000000002
38PZRw7TuspVpgr6kyZh0d,Unlove You (feat. Ne-Yo) - Club Mix,Armin van Buuren,43,4BAhBmRbPdCJqe6HEXnkFO,Unlove You (feat. Ne-Yo) [Club Mix],2019-12-06,Electro House Top Tracks,1G0q0NK7g3C0XerNqq7GbL,edm,electro house,0.498,0.916,6,-3.97,1,0.088,0.0054,8.07e-05,0.111,0.302,127.786,161953,2019,6,2010s,117.05197600000001,0.150396
