track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_class,pop_energy_valence,dance_energy_combo,happy_tempo,smoothness
4YaU1EjXIkdRdkOI4cCZys,Signs - Eden Prince Remix,Starley,56,249wM0bMES3O4nFuwARq9i,Signs (Eden Prince Remix),2018-11-30,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.702,0.814,0,-7.51,0,0.0841,0.107,3.03e-05,0.374,0.503,121.993,172000,medium,0.409442,0.5714279999999999,61.362479,0.6268859999999999
7p4jpmyBnOpqQ3rSGJzZ7w,Quite Miss Home - Steve Void Remix,James Arthur,60,4H87kr1cjR2CSUkTFopYEK,Quite Miss Home (Steve Void Remix),2019-11-22,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.716,0.815,10,-4.121,1,0.0533,0.108,0.0,0.163,0.351,124.975,220413,medium,0.28606499999999996,0.58354,43.86622499999999,0.638672
4sLtguRBis05qfsBgJ1IdN,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,55,3E3l9Ae226bVoSwoPNuwWv,Love Me Less (Remixes),2019-06-21,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.748,0.831,1,-5.029,1,0.115,0.0823,7.36e-05,0.0757,0.894,128.024,185273,medium,0.742914,0.6215879999999999,114.453456,0.6864395999999999
508lUjbGcPrL0CfvHC7UvI,Happier - Matt Medved Remix,Marshmello,59,44iw4l4Syoi5HZgCQzNSKJ,Happier (Remixes Pt. 2),2018-11-30,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.816,0.833,5,-5.972,1,0.0511,0.126,9.09e-06,0.0625,0.793,122.032,170164,medium,0.660569,0.6797279999999999,96.771376,0.7131839999999999
7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,The Chainsmokers,63,3Yb3f9PL7aBpjuJPyiV0ot,Side Effects - Remixes,2018-07-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,172360,medium,0.562786,0.540582,83.051134,0.6088194
6m8SIT10j41SPpPFOknTmP,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],ILLENIUM,67,1r4KIEhxQJ7o3b5Fbv2sRe,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],2019-07-12,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.563,0.81,2,-2.921,1,0.0522,0.00522,0.0,0.0846,0.495,129.975,247385,high,0.40095000000000003,0.45603,64.337625,0.56006114
5Vwgf4MVO0vLv8fbxaGGiW,Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.,55,0TLVzJLOGaY5j7UdKskpMx,Paradise (Bazzi vs. Black Caviar Remix),2019-06-27,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.728,0.815,11,-2.878,0,0.046,0.00223,0.000317,0.101,0.681,124.019,218015,medium,0.555015,0.59332,84.456939,0.7263765600000001
5scxjvcdozadBoRRN0UMaM,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,56,37vNU8L52IJZuO7e9hqBd9,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.846,0.773,5,-3.503,1,0.0473,0.0141,2.23e-05,0.204,0.586,124.008,200444,medium,0.452978,0.653958,72.66868799999999,0.8340714
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,87,4wquJImu8RtyEuDtIAsfcE,Higher Love,2019-06-28,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,high,0.27391200000000004,0.469854,41.996608,0.6823277999999999
2tilX6FUl0IwFgiOYjuc6V,Unlove You,Armin van Buuren,62,6k63cIUizpLu0h5hhIg8LG,Unlove You,2019-10-18,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.678,0.928,3,-3.66,0,0.0597,0.0303,3.33e-05,0.143,0.663,116.892,150160,medium,0.615264,0.6291840000000001,77.499396,0.6574566000000001
478QYNLw6dhTTx4oEkhBeq,Freaking Me Out - Keanu Silva Remix,Ava Max,55,6sOIjQyLBuivHFkEBttj5J,Freaking Me Out (Keanu Silva Remix),2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466,medium,0.268128,0.702905,35.147808,0.65534
2k4c9ZAlIYHyXiJ4i20FO7,When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,56,13u5uffEUZZBoaI5kn5Zqd,When It Comes To You (Remixes),2019-10-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.789,0.893,10,-4.364,0,0.168,0.0538,0.0,0.221,0.41,121.956,144073,medium,0.36613,0.704577,50.00196,0.7465518000000001
79zGYOcAe2VmJsyQiJX31a,Gone - The Wild Remix,Charli XCX,57,2QVWSdvejmRHBaK1mroxPL,Gone (The Wild Remix),2019-08-09,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.64,0.838,6,-4.203,1,0.0416,0.0588,1.99e-05,0.0424,0.587,124.081,193861,medium,0.49190599999999995,0.53632,72.83554699999999,0.602368
6B2NRQjtSOtqi67d72r5cx,American Boy - Brooks Remix,Estelle,56,2oUf4rrrptVC50h75WzjmI,American Boy (Brooks Remix),2019-06-14,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.609,0.764,5,-4.564,0,0.111,0.0994,0.0,0.197,0.531,128.082,200625,medium,0.40568400000000004,0.465276,68.011542,0.5484654
08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,53,4lzn3ikjb2HPZM6U6Y1IRL,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237,medium,0.475168,0.63488,59.37252899999999,0.586752
1BmdqDrBU5eohtRwHBls6C,joy. (R3HAB Remix),for KING & COUNTRY,56,2gGMD56Y8DAvIzpoYfA014,joy. (R3HAB Remix),2019-01-25,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.75,0.81,0,-4.607,0,0.0572,0.0917,1.59e-05,0.111,0.48,120.038,171500,medium,0.38880000000000003,0.6075,57.61823999999999,0.681225
5qCrT9lVmIGxqB8i6bb83P,Lovers + Strangers - GATTÜSO Remix,Starley,46,3BnKoWIFRdfjSmxfQPOHuK,Lovers + Strangers (GATTÜSO Remix),2019-11-15,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.649,0.821,10,-4.952,0,0.0472,0.017,0.000347,0.0655,0.394,125.977,203968,medium,0.323474,0.532829,49.634938000000005,0.6379670000000001
3Lv3frZVXU7Q0JEFvLIzWW,Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,63,7g15PlMnaKmFMUsSpR8aZt,Promises (with Sam Smith) [Remixes],2018-10-19,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.588,0.697,3,-4.744,0,0.0372,0.186,0.000219,0.103,0.225,125.157,190417,medium,0.156825,0.4098359999999999,28.160325,0.478632
2bZYJvVRN5EqIvAUFhUNls,Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,55,04MEXjH1XyMV7O0IWDXN5p,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),2019-12-12,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.355,0.789,5,-4.358,0,0.165,0.0148,0.0,0.0355,0.169,80.444,237686,medium,0.13334100000000002,0.280095,13.595036000000002,0.34974599999999995
3utdq3dPLVD4r7Vv9BnCAI,What Am I - SONDR Remix,Why Don't We,52,1UmAfO69MdjI20N6etueHb,What Am I (SONDR Remix),2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.542,0.84,0,-5.283,0,0.0419,0.0336,8.45e-05,0.277,0.509,118.02,180361,medium,0.42756,0.45528,60.072179999999996,0.5237888
1ppOGANOzMT01Cxh9jx4hN,Cool Kids,Olympis,67,1ZmJJdNN2BAnVqoiU4xtZe,Cool Kids,2019-11-01,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.735,0.5,8,-11.297,1,0.0511,0.415,3.12e-05,0.13,0.119,126.1,139048,high,0.0595,0.3675,15.005899999999999,0.42997499999999994
5Shjuje8PRcX7ueEVajrLH,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,63,4shNfMW19y4WnkuhCHum19,Loco Contigo (with J. Balvin & Tyga) [Cedric Gervais Remix],2019-08-09,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.752,0.84,6,-4.451,0,0.0373,0.00486,0.0109,0.0916,0.461,124.002,279800,medium,0.38724000000000003,0.63168,57.164922,0.74834528
6wKJjrWWP4qpzYbE8oQkc4,All Star - Breathe Carolina Remix,Smash Mouth,60,5lsHOl5P5mWLHeslZCLSaQ,All Star (Breathe Carolina Remix),2019-08-23,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.748,0.903,3,-5.877,0,0.0385,0.0324,0.0,0.106,0.751,115.018,217043,medium,0.678153,0.675444,86.378518,0.7237648
6EDH26ppl7R8oV4tGilCkS,Trampoline - Dave Audé Remix,SHAED,45,2ms8D5cy72qBtVnxKlXtP3,Melt (Deluxe),2019-12-27,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.607,0.955,7,-3.613,0,0.102,0.0163,0.121,0.0725,0.501,125.984,230476,medium,0.47845499999999996,0.579685,63.117984,0.5971059
1nwoWaqzB30bD4IPqRNuex,With You - Dexter Remix,Kaskade,51,5cHgBxHHpJLjMWGBBiJEVJ,With You - The Remixes,2019-09-12,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.679,0.786,1,-6.918,0,0.132,0.119,5.89e-06,0.224,0.47,126.092,196613,medium,0.36941999999999997,0.5336940000000001,59.263239999999996,0.598199
4fDBElPGDqZQ3rJorZTm2w,Safety (feat. DJ Snake) - Dark Heart 2am Mix,GASHI,58,393WHbcQ36YL7O87MqYZzJ,Safety (The Dark Heart Remixes) (feat. DJ Snake),2019-11-15,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.714,0.801,5,-5.8,0,0.0301,0.0204,0.00615,0.334,0.292,124.015,210000,medium,0.233892,0.571914,36.212379999999996,0.6994344
6AZ21kPj2a0INgf3uCviVu,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,Bazzi vs.,56,6KGnQuHVrsfblNq0ekXp3y,Beautiful (feat. Camila Cabello) [Bazzi vs. EDX's Ibiza Sunrise Remix],2018-09-28,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.69,0.862,2,-4.154,1,0.0944,0.0611,1.85e-05,0.238,0.453,121.975,187869,medium,0.390486,0.59478,55.254675,0.6478409999999999
3uXHSf9sSIpOJWuC1H8DiU,Talk - Disclosure VIP,Khalid,60,3zKB8eOzx6nPOnKUf0A4CS,Talk (Disclosure VIP),2019-03-27,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.775,0.867,4,-7.388,0,0.204,0.0158,0.0117,0.0355,0.565,128.956,273229,medium,0.48985499999999993,0.671925,72.86013999999999,0.762755
4Q9iBGT9b9CVTtDwsgQWnl,Spicy - Majestic Remix,Herve Pagez,48,1PbOvsQE07RzhUzeaZTldw,Spicy (with Diplo & Charli XCX) [Remixes],2019-10-11,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.814,0.838,11,-5.547,1,0.0763,0.001,0.0223,0.0185,0.959,121.978,255861,medium,0.803642,0.682132,116.976902,0.813186
6LCsZ8ARrIq0n9nr6gM2ru,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,Mark Ronson,56,7kDHIbujnNBfCxe0KhYkZ3,Don't Leave Me Lonely (feat. Yebba) [Claptone Remix],2019-10-04,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.784,0.779,8,-5.48,1,0.0387,0.0357,0.025,0.0245,0.459,124.994,216714,medium,0.357561,0.6107360000000001,57.372246000000004,0.7560112000000001
27F9FlipD657qYRQT3qxFm,Treehouse - R3HAB Remix,James Arthur,56,6T3Bfp49DNsclv7kq9eqP2,Treehouse (R3HAB Remix),2019-09-13,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.367,0.783,6,-4.504,1,0.154,0.00515,0.0,0.0545,0.289,88.013,192653,medium,0.226287,0.287361,25.435757,0.36510995
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,83,41S9bfzXTSGK4HU2mp5qXH,Magnets EP,2019-05-24,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,174444,high,0.41794200000000004,0.37878,69.888756,0.544511
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,83,6NHS3hV16MZyfcp0nSHdrd,Here With Me,2019-03-08,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,high,0.10226499999999998,0.44691499999999995,18.092941,0.7417207
4PkIDTPGedm0enzdvilLNd,Sixteen,Ellie Goulding,81,5AXNN75OmMjFrwst6ExNPx,Sixteen,2019-04-12,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.669,0.801,8,-5.445,1,0.136,0.268,0.0,0.0594,0.541,109.919,201072,high,0.43334100000000003,0.535869,59.466179000000004,0.48970800000000003
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,high,0.33957,0.67914,38.496535,0.6206200000000001
4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),Gryffin,76,0xLM3GiU0ZSstvhmeV0hmf,All You Need To Know (feat. Calle Lehmann),2019-03-27,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987,238459,high,0.18439200000000003,0.40424400000000005,32.756958,0.50803416
5YkmS18BehACOhIIeUqe6l,I Miss Myself (with HRVY),NOTD,71,0G0ho2sdOWIRRAh1PDTVFd,I Miss Myself (with HRVY),2019-05-03,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.72,0.864,0,-3.249,1,0.208,0.0856,0.0,0.16,0.659,96.048,191612,high,0.569376,0.62208,63.295632000000005,0.658368
3vQhEd4lOg4mAV6CHCgoHW,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,65,05Bru0ZVTxp4orAyrZIA77,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],2019-10-04,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.789,0.858,5,-4.388,1,0.0404,0.22,4.58e-05,0.335,0.491,110.012,173455,medium,0.421278,0.6769620000000001,54.015892,0.6154200000000001
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,67,1JawI0XkEwmQ5Bwef3RMbq,World War Joy...Takeaway,2019-07-24,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.294,0.505,3,-8.106,1,0.042,0.12,0.0,0.0977,0.357,85.332,209893,high,0.180285,0.14847,30.463523999999996,0.25872
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,81,6gPZmYBSipug1asf4zu9jh,What I Like About You (feat. Theresa Rex),2019-03-22,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.46,0.8,1,-3.584,1,0.05,0.289,6.16e-06,0.121,0.553,102.46,220396,high,0.44240000000000007,0.36800000000000005,56.66038,0.3270600000000001
1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,71,03Rd91m56yw4XklwHF9FHq,With You,2019-06-14,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.362,0.921,1,-3.815,0,0.486,0.123,0.0,0.19,0.529,172.191,180840,high,0.48720900000000006,0.33340200000000003,91.089039,0.317474
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,75,3VCPQRcHVxiVaePlQ6TwoF,Body Back (feat. Maia Wright),2019-10-18,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,214634,high,0.40337999999999996,0.56938,59.793552,0.6209672
