track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_class,smooth_factor,groove,soul_vibe,chillness
51Fjme0JiitpyXKuyQiCDo,Lalala,Y2K,91,4WlC4FXhonJhNTXCQPGP3r,Lalala,2019-06-28,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.137,0.496,129.972,160627,high,0.091224,0.329613,0.302064,0.152583
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,94,2uDTi1PlpSpvAv7IRAoAEU,HIGHEST IN THE ROOM,2019-10-04,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,high,0.0512967,0.25534599999999996,0.034666499999999996,0.0326508
3RZftiuTcLOqpsd8ZlwNhr,Hop Off A Jet (feat. Travis Scott),Young Thug,82,24jAbLMFzCTlIv3kQ94HwK,So Much Fun (Deluxe),2019-12-20,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.823,0.476,7,-8.951,1,0.242,0.0115,0.0,0.213,0.353,144.998,174067,high,0.0074405,0.391748,0.184972,0.009464499999999999
51wFQM8W0YfXTmHusXUr5i,MAMACITA,Tyga,77,2JNmVgpBCt1nnobJ3Mvzim,MAMACITA,2019-10-25,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.786,0.733,6,-4.961,0,0.127,0.0257,0.0,0.143,0.358,101.046,202653,high,0.0164994,0.576138,0.095586,0.0202002
6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),Juice WRLD,92,3t6Z2qoBVCS4NHNI25XECH,Bandit (with YoungBoy Never Broke Again),2019-10-04,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,high,0.039502499999999996,0.29909399999999997,0.156825,0.0325638
2Ec33AVlkTTq8BHFgBTdQs,Futsal Shuffle 2020,Lil Uzi Vert,91,4uTOUYhLrGRKkfxfPKTkuy,Futsal Shuffle 2020,2019-12-12,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,198913,high,0.023020799999999998,0.402617,0.16072799999999998,0.0288087
0RLLvYBopDwooCyvnTwgYu,F.N,Lil Tjay,82,1bCBZ8LedqwVYOLDLrRbbY,True 2 Myself,2019-10-11,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,high,0.240366,0.29200499999999996,0.155685,0.20071799999999998
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,DaBaby,93,1NsTSXjVNE7XmZ8PmyW0wl,KIRK,2019-09-27,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,159715,high,0.030996000000000006,0.605203,0.17806799999999998,0.145341
7f5trao56t7sB7f14QDTmp,Juicy (feat. Tyga),Doja Cat,75,1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,2019-11-07,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.786,0.652,0,-2.607,1,0.0669,0.102,0.0,0.0697,0.483,170.031,203093,high,0.052733999999999996,0.512472,0.16808399999999998,0.080172
0vXVI7kPKK2p6XO4rybEHC,Purpose (feat. G Herbo),Calboy,60,22S0Q6VlZmXsEnCm3CVhkE,Purpose (feat. G Herbo),2019-12-20,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.841,0.693,3,-5.635,0,0.179,0.207,0.0,0.102,0.706,154.978,179840,medium,0.060858,0.5828129999999999,0.21674200000000002,0.174087
0nbXyq5TXYPCO7pr3N8S4I,The Box,Roddy Ricch,98,52u4anZbHd6UInnmHRFzba,Please Excuse Me For Being Antisocial,2019-12-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,high,0.037231999999999994,0.525056,0.265788,0.093184
3X6KN4WFgPYBETFMMX675P,NIGHTTIME (Interlude),Russ,75,2M9YuG5AeuwcQxDCnDViUE,NIGHTTIME (Interlude),2019-12-13,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.823,0.556,5,-5.883,0,0.118,0.34,0.00121,0.084,0.879,142.0,189867,high,0.04114,0.457588,0.39027599999999996,0.27982
4FmzpxyIKD0VmTz5KhQzJm,Vendetta,KILLY,62,70Z3koO5fl40ahmTvT8ZZC,Vendetta,2019-12-24,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.852,0.537,10,-8.186,0,0.105,0.104,0.0,0.0732,0.592,132.089,149413,medium,0.042432000000000004,0.45752400000000004,0.27409599999999995,0.08860799999999999
4bl1HBZliBuYpFZjWgefE4,Peta (feat. Meek Mill),Roddy Ricch,84,52u4anZbHd6UInnmHRFzba,Please Excuse Me For Being Antisocial,2019-12-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.778,0.573,10,-7.339,0,0.251,0.015,0.0,0.464,0.269,140.114,198849,high,0.010964999999999999,0.44579399999999997,0.11486300000000002,0.01167
6piAUJJQFD8oHDUr0b7l7q,VALENTINO,24kGoldn,75,2eLpj5EDUhyAoTks8sxcKR,DROPPED OUTTA COLLEGE,2019-11-22,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.747,0.717,9,-4.841,0,0.179,0.199,0.0,0.132,0.523,150.965,179133,high,0.09492300000000001,0.5355989999999999,0.14800900000000003,0.148653
7A20WnLkjtZU2d7hIB6Ziu,Start Wit Me (feat. Gunna),Roddy Ricch,80,52u4anZbHd6UInnmHRFzba,Please Excuse Me For Being Antisocial,2019-12-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.886,0.479,4,-8.054,0,0.334,0.077,0.0,0.135,0.408,130.029,158692,high,0.045584000000000006,0.424394,0.212568,0.068222
14X1WxiHXdVRJ99cMCBzOE,How I Move (feat. Lil Baby),Flipp Dinero,67,3zMEkZNzS5yJDcnqPhIk10,LOVE FOR GUALA,2019-11-22,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.826,0.635,5,-5.181,0,0.212,0.102,0.0,0.245,0.808,119.954,224916,high,0.019583999999999994,0.52451,0.29492,0.084252
7tgjDlQsMR8RvkdlNCJA58,6 Kiss,Trippie Redd,83,0tKX7BLXiiRgXUKYdJzjEz,A Love Letter To You 4,2019-11-22,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,199437,high,0.084039,0.30846300000000004,0.12617899999999999,0.074883
57xrUUzrdlVEQXBnsx6AWB,Princ3,Not3s,61,0MF6LefTgS6wAVourTR9dm,Princ3,2019-12-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.556,0.692,9,-5.986,0,0.284,0.183,0.0,0.131,0.702,105.473,187381,medium,0.054534000000000006,0.384752,0.21621600000000002,0.101748
1wTH87zcNcR4vn1iJLDv0c,Last Name (feat. Lil Durk),Future,70,1Flk15mRdX2xl6buD6lYHq,Last Name (feat. Lil Durk),2019-11-15,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.671,0.568,0,-6.48,1,0.421,0.17,0.0,0.139,0.336,113.296,209587,high,0.11288,0.38112799999999997,0.14515200000000003,0.11407000000000002
3JERoo6pokCgQ81z79Jpmo,That's Tuff (feat. Quavo),Rich The Kid,75,4mJn7IXnxGkOf9J8IhC711,That's Tuff,2019-12-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.903,0.636,10,-4.313,0,0.205,0.635,0.0,0.0866,0.308,137.993,154000,high,0.43942,0.574308,0.11211199999999999,0.573405
1ghvzmzpx2nnrbx7wtpMgo,Cyber Sex,Doja Cat,74,1MmVkhiwTH0BkNOU3nw5d3,Hot Pink,2019-11-07,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.917,0.657,8,-5.716,1,0.0921,0.318,3.62e-06,0.0754,0.818,131.03,165733,high,0.05787600000000002,0.602469,0.28057399999999993,0.29160600000000003
598yNsG1JFrGd4n2kMoz7F,Woah,Lil Baby,88,393l0NdTr8Rv0hybf4FTxy,Woah,2019-11-08,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,183011,high,0.010089,0.530964,0.17114000000000001,0.015611400000000001
31m40qBxoj4iMSnQLkq8nP,Netflix & Chill,Fredo,75,7KUzqbBOGk9jR0OwBfICii,Netflix & Chill,2019-11-08,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.859,0.619,6,-9.434,1,0.121,0.137,0.0,0.0933,0.631,132.01,221818,high,0.050553,0.531721,0.240411,0.11768300000000001
3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),Mustard,90,2WrNHOba5u6P9S9xEboaUy,Perfect Ten,2019-06-28,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,high,0.296352,0.44090500000000005,0.11102,0.317128
7ntUbTIwmwOD6ygCMRZT6e,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,76,1jJdkoOAj3Uk6Tbv3S4fsa,MONTANA,2019-12-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.774,0.836,9,-2.323,0,0.152,0.288,2.44e-05,0.0824,0.494,112.014,201271,high,0.145728,0.647064,0.08101600000000002,0.222912
3VyjsVV24RmBIbWJAeUJNu,No Idea,Don Toliver,92,1jAxVdQ2FFtbHu6kLNM0au,No Idea,2019-05-29,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.656,0.614,6,-4.973,0,0.102,0.558,0.000862,0.215,0.35,128.038,153750,high,0.3627,0.40278400000000003,0.1351,0.36604800000000004
6xW2g0c5uSoa3S6xk9eI4j,W (feat. Gunna),Koffee,74,4CGh0wfCdEh3xZVHx8uJK5,W (feat. Gunna),2019-11-26,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.856,0.721,6,-6.813,0,0.0779,0.178,2.14e-05,0.0913,0.902,100.98,230151,high,0.017443999999999994,0.617176,0.25165800000000005,0.152368
66FltlEV09mPJYAyfYm8De,Bang Bang,YNW Melly,78,5xq6RMHNIBA73qld03dR6V,Melly vs. Melvin,2019-11-22,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.657,0.522,10,-7.632,1,0.397,0.156,0.0,0.0811,0.442,179.687,260333,high,0.08704800000000001,0.34295400000000004,0.211276,0.102492
2aV5ZEAvHwvL332EsJ1gWc,DROPPED OUTTA COLLEGE,24kGoldn,64,2eLpj5EDUhyAoTks8sxcKR,DROPPED OUTTA COLLEGE,2019-11-22,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.911,0.378,0,-7.822,1,0.411,0.0116,1.53e-06,0.15,0.19,120.044,127613,medium,0.009396,0.344358,0.11818000000000001,0.0105676
3fx31TjnwvwZIyAGHhOhA1,Forever,NLE Choppa,71,0uAG2Yz6WmLYHvOjtlpy8A,Forever,2019-11-01,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.602,0.726,5,-4.856,0,0.129,0.382,0.0,0.0691,0.554,90.108,202667,high,0.170372,0.437052,0.15179600000000001,0.229964
4Yt4jOTZExnjcrMrN0rGi0,Fangirl,Lil Peep,67,1r1Xt6oUnY3VMYbQb1U7CO,EVERYBODY'S EVERYTHING,2019-11-15,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.483,0.557,2,-7.372,1,0.0709,0.00175,0.0,0.115,0.267,152.906,126480,high,0.00128275,0.269031,0.118281,0.00084525
3Kd6Wp3lG5HXMB2dlvuy7y,Death,Trippie Redd,77,0tKX7BLXiiRgXUKYdJzjEz,A Love Letter To You 4,2019-11-22,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,high,0.0224073,0.65764,0.11034000000000002,0.0464358
0PXukVbYpvz40KcEFKnIw7,Don't Rush (feat. Headie One),Young T & Bugsey,76,1UX0F7yksh3rHlEJKvliAT,Don't Rush (feat. Headie One),2019-11-07,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.961,0.461,9,-8.684,1,0.27,0.202,0.00402,0.162,0.324,108.028,207640,high,0.136552,0.443021,0.17463599999999999,0.19412200000000002
3OKjt7tEwniRCq984dsx7f,How TF,Deante' Hitchcock,60,4u7F9Zlbis1zjAcl3jbLbz,How TF,2019-11-05,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.733,0.824,6,-4.341,1,0.289,0.592,0.00042,0.217,0.913,83.812,241213,medium,0.05150399999999998,0.603992,0.16068800000000005,0.433936
2EsyJN3AvC3zBlkQpb119M,GAMES ON YOUR PHONE,24kGoldn,64,2eLpj5EDUhyAoTks8sxcKR,DROPPED OUTTA COLLEGE,2019-11-22,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.683,0.607,5,-5.619,0,0.06,0.15,0.0,0.147,0.495,152.945,150933,medium,0.07575,0.41458100000000003,0.194535,0.10245
2n1oPHJVMPWJkjgHwVcksY,Must Be,J Hus,75,2L2iy4zhRXsmx8rOKMYHRX,Must Be,2019-11-08,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.544,0.677,6,-5.011,1,0.342,0.0251,6.93e-06,0.241,0.601,90.701,207975,high,0.0100149,0.36828800000000006,0.19412299999999996,0.0136544
7CS41pvRBhejuFs4m5nwtr,When I Lie,Lil Peep,66,2MjV1lZHkrNuPiyOOwJBTf,GOTH ANGEL SINNER,2019-10-31,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.737,0.588,8,-4.872,0,0.0467,0.00269,0.0,0.276,0.262,150.936,237000,medium,0.00198522,0.43335599999999996,0.10794400000000001,0.00198253
4NeioZ97QrelO02IXj4uYf,Monster,Future,55,6Q3VZtyPCZFMO4cPF4828q,Monster,2019-10-28,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.856,0.693,2,-4.956,1,0.0649,0.103,0.0,0.071,0.133,133.039,219040,medium,0.08930099999999999,0.593208,0.040831000000000006,0.088168
4FI61LWcjeKuaG52jcuAOK,Mr. Ferrari,GASHI,54,3TrvLeSLz11Lpsc3OQIf2j,Mr. Ferrari,2019-10-30,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.77,0.792,3,-2.931,0,0.175,0.0698,0.0,0.0981,0.182,100.075,236388,medium,0.057096400000000005,0.60984,0.037855999999999994,0.053746
57ciWTOKgrXVBxktMJyUB1,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),Yo Gotti,68,3VEC69yVh8w9R4Rk8aMliW,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),2019-10-18,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.921,0.73,10,-3.899,0,0.283,0.00466,0.0,0.1,0.44,120.075,226038,high,0.0026096,0.67233,0.1188,0.004291860000000001
3CiXFXXykPmgZAKyK5iQ95,"Twisted (feat. Juicy J, Logic & A$AP Rocky)",French Montana,59,1jJdkoOAj3Uk6Tbv3S4fsa,MONTANA,2019-12-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.85,0.866,11,-3.003,1,0.165,0.00934,0.0,0.244,0.91,84.916,262135,medium,0.0008405999999999996,0.7361,0.12194,0.007939
03j7YmO2dZ8nEY5N5131hz,Bury Me,View,45,5ko2Ij25gEbyIgNMkm6HHp,Bury Me,2019-11-15,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.581,0.577,10,-7.8,1,0.0374,0.0361,4.81e-05,0.246,0.15,89.517,201536,medium,0.030685,0.33523699999999995,0.06345,0.0209741
0S56ARhyAIZ5OzFX54H2pH,Rules,Doja Cat,69,10DxF4SANihXldT7kGlmGQ,Rules,2019-10-24,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.604,0.712,7,-5.53,1,0.198,0.141,0.0,0.141,0.685,71.976,188173,high,0.04441499999999999,0.430048,0.19728000000000004,0.08516399999999999
5q7OgVoW3RHSTh9WUDlpqw,Mile Away,Kelvyn Colt,58,3PTT2yPKtn6zyvPcy6oZzy,Mile Away,2019-11-08,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.553,0.567,7,-8.67,0,0.191,0.176,0.0,0.0954,0.243,121.9,192507,medium,0.133232,0.313551,0.10521900000000001,0.097328
1i2ujygcFXUBEJucbsBvKQ,MAD GAAL,BEAM,41,00oRZEMdefGTngzxWArYfs,95,2019-10-18,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.812,0.709,5,-5.837,0,0.413,0.189,0.0,0.118,0.881,99.891,137935,medium,0.022491,0.575708,0.256371,0.15346800000000002
7o37Ph6EcGzjpoPnRL2MRd,In Love with the K (feat. BlocBoy JB),Swagger Rite,40,50IXGg140F7Ieg8lXbq4B5,In Love with the K (feat. BlocBoy JB),2019-10-18,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.824,0.485,1,-8.74,1,0.0791,0.00297,0.0,0.0934,0.266,123.912,187806,medium,0.0021799799999999998,0.39963999999999994,0.13699,0.00244728
028JxheELfIvvY4zBXuMjw,Heartless (feat. Mustard),Polo G,76,4OrRpFIpAS0vTrKLFbySMz,Heartless (feat. Mustard),2019-09-20,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.776,0.64,7,-8.058,1,0.183,0.15,0.0,0.0983,0.326,160.038,201627,high,0.10109999999999998,0.49664,0.11736,0.1164
4sjiIpEv617LDXaidKioOI,223's (feat. 9lokknine),YNW Melly,85,7cekEHNPgpKwVd9kJE9G8F,223's (feat. 9lokknine),2019-08-09,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.932,0.547,0,-7.787,0,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,high,0.011834000000000003,0.509804,0.314835,0.0361616
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Chris Brown,85,1BfLzaTFI5qKsAAk0Ae6aV,Indigo,2019-06-28,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,high,0.106149,0.316892,0.07480200000000001,0.085854
6VYXuUz1nYMap8gtqeIrQB,I Think I Luv Her,Tyla Yaweh,77,6SLjG25W8rKuvSUExihz7g,I Think I Luv Her,2019-09-27,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.902,0.608,11,-6.238,1,0.27,0.000456,0.0,0.0621,0.836,84.001,160742,high,7.478400000000002e-05,0.548416,0.327712,0.00041131200000000005
0fySG6A6qLE8IvDpayb5bM,VIBEZ,DaBaby,88,1NsTSXjVNE7XmZ8PmyW0wl,KIRK,2019-09-27,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,high,0.025199,0.5007360000000001,0.27039599999999997,0.086784
33XAmcT5fPi1USyjAFCMcC,J. Gotti,View,38,3VBaasKpgB9m5L5ItIgO5b,J. Gotti,2019-10-18,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.684,0.612,11,-7.909,1,0.0885,0.0524,0.000559,0.175,0.496,139.932,204000,medium,0.026409600000000002,0.41860800000000004,0.192448,0.0358416
694vvR5o19xHPhhJ5QdLN7,NO HALO,BROCKHAMPTON,73,1jToVugwBEzcak8gJNZG2f,GINGER,2019-08-23,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.643,0.573,4,-7.034,1,0.0709,0.41,0.00017,0.0695,0.47,165.192,259747,high,0.2173,0.36843899999999996,0.20069,0.26363
1xPpYbCaJWonL7IFXPDjON,Taste (Make It Shake),Aitch,70,4lyOYAUAPXImW4OCQT2wiP,AitcH2O,2019-09-06,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.761,0.442,0,-12.872,1,0.383,0.277,0.0,0.125,0.706,97.753,213680,high,0.08143800000000002,0.336362,0.393948,0.210797
