track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_class
7iymoplUkeIAat6dSn6wrR,I'll Be Back,Sam Feldt,11,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.719,0.598,9,-7.327,1,0.0326,0.283,4.42e-06,0.133,0.503,120.085,157810,low
0HkwDCJIbWijtfKg63gQBJ,Skyline,Möwe,57,0IHRNvSnQan6KNZQgupPvP,Skyline,2017-05-19,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.629,0.87,8,-3.352,0,0.0304,0.0325,1.71e-06,0.129,0.628,117.954,163948,medium
3q1dhgO6MmeA7LUoz86BPh,44th and 8th,Sean Bradford,26,1AcgYj8rGqP01e3xQe149G,44th and 8th,2017-01-13,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.841,0.691,6,-5.304,0,0.0374,0.425,6.01e-05,0.105,0.262,120.042,224200,low
58U52B6rDjT30RIquT51dE,Love That We Need,Silience,46,2zGvqQVpjRZRF7H08V5en5,Love That We Need,2016-12-15,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.579,0.776,9,-6.594,0,0.0478,0.0023,3.36e-06,0.255,0.565,123.95,177170,medium
6lFbdi743kgerMZDjSqbuA,Pumped Up,Klingande,53,3gOrwurXTwy0TaWuLOfAB7,Pumped Up,2017-09-08,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.732,0.734,0,-6.423,1,0.107,0.00719,1.49e-05,0.34,0.643,123.033,177073,medium
61blBldjlrjCOiMnRfNSFk,Blackbird,Sam Feldt,6,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.696,0.739,5,-6.616,1,0.0352,0.201,0.000726,0.113,0.169,117.973,179853,low
7JuGl6cntiqvXVgXJFSggk,Midnight Sky,Sol Calor,56,72AzT3iBNMbwKTbr0gSuqg,Midnight Sky,2017-02-10,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.669,0.623,7,-7.057,1,0.0413,0.101,0.0481,0.412,0.184,90.761,214097,medium
3t0J8vI9StQD8KIBkT2Cp5,Tired - Kygo Remix,Alan Walker,63,1wRWIwbh1h8z7QUoZONvwT,Tired (Kygo Remix),2017-07-14,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.598,0.74,2,-7.391,1,0.0684,0.026,0.0,0.0895,0.342,123.945,240000,medium
4QonXqjNiT2KXPkTkZy3tD,Breathin' (feat. Cara Hughes),Bortharm,44,7waDDkbUH4cQiqMpawFnMS,Breathin' (feat. Cara Hughes),2016-08-05,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.709,0.725,4,-2.658,1,0.0422,0.0371,0.000168,0.0434,0.372,125.924,160000,medium
5TL60rdO2ruxtVb3dCTtUJ,Moment,Sander W.,47,4WbjKC8lxP7F3xTLFRCkW9,Moment,2019-10-14,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.818,0.734,2,-7.882,1,0.0613,0.0014,0.00177,0.0754,0.348,119.999,190133,medium
3a4UuAErF1VMAkwqzkc1tj,Wishing Well,Sam Feldt,6,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.698,0.653,9,-6.365,1,0.0521,0.424,0.0,0.321,0.381,100.976,186610,low
59bem62WIxhdH76jIWEm6S,Boy Oh Boy,Möwe,47,0pzV29xzjX1lcwKpooT1Is,Back In The Summer,2016-11-04,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.697,0.785,1,-4.78,0,0.0276,0.00706,2.59e-05,0.378,0.414,122.028,177253,medium
310yA0OSNvWriki14qBLeY,Himalaya,LVNDSCAPE,8,4OYAw3CG6IbsnMPrc1Cxh7,V EP,2016-09-02,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.429,0.774,5,-8.846,0,0.0493,0.032,0.709,0.37,0.0671,119.975,263755,low
6gyAv8ubr2vaTRdn5bftyb,Rebel Yell,Klingande,49,5yItPEUNWtFMI1jR0272t1,Rebel Yell,2018-06-01,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.657,0.711,0,-4.909,1,0.155,0.18,0.0,0.138,0.311,121.983,210221,medium
0EA7tn6U2YpoUIOjN3AP02,Start A Riot - Thundatraxx Remix,BANNERS,6,2ZvYYpGmMaQn0a52UZGrOM,Start A Riot (Remixes),2016-07-22,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.642,0.77,2,-5.653,1,0.0299,0.015,2.86e-05,0.3,0.618,94.981,188773,low
67jtXlxQs82ATZhfdywYJa,Chasing After You,Sam Feldt,5,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.613,0.914,3,-5.511,1,0.0426,0.0055,0.000905,0.0869,0.36,124.974,164885,low
5fnDDcjcXKUvJ6iSnpiU0v,Never Gonna Give You Up,Mac Beez,50,1fWMQOAKIqdgzQgE311HK8,Never Gonna Give You Up,2017-01-13,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.765,0.751,9,-5.336,0,0.0286,0.333,0.64,0.08,0.862,105.953,212910,medium
6UqRGwjwYL0stXbaodTxwo,Seve - Radio Edit,Tez Cadey,69,40d8W7uNHGeih483QVvLu4,Seve (Radio Edit),2015-01-26,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,210853,high
6wHdTGv5xb3HU7As15DLda,Above the Clouds,Robin Schulz,46,4iu0toRdSjyU0qIdKTWMoY,Uncovered,2017-09-29,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.575,0.601,9,-8.986,0,0.0761,0.0206,0.0224,0.0708,0.204,122.012,210920,medium
58aeU18mt15CnihIz4MsS3,Wild Church,Kungs,48,66KCBRiOFSs9bki2A15WlB,Layers,2016-11-04,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.507,0.738,0,-6.982,0,0.0559,0.0805,0.547,0.0724,0.355,123.935,234200,medium
1aajQbw23khpQMme1AeKI6,Be My Lover,Sam Feldt,5,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.748,0.742,5,-5.581,0,0.0284,0.0273,1.22e-06,0.206,0.754,119.966,180251,low
1L0ZuhK7CHY33fUTQuWG1U,Don't Let Go,Viva La Panda,50,0h7JtA4AfelkiP9hyEn1SE,Don't Let Go,2019-10-23,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.616,0.701,1,-6.852,1,0.029,0.445,0.00388,0.0844,0.299,119.94,157500,medium
2ZIMKOI0DT7wM3qTND0IWm,Too Good,A&G,45,4RZhgIg81LTExSLp1aCwIN,Too Good,2016-11-14,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.728,0.66,11,-7.122,0,0.0687,0.227,5.82e-06,0.447,0.697,108.103,197784,medium
3nbtUMjRUH5VDwhvvcPRF8,Tonight and Every Night,Robin Schulz,48,4iu0toRdSjyU0qIdKTWMoY,Uncovered,2017-09-29,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.77,0.641,7,-7.556,1,0.0852,0.283,0.000385,0.142,0.29,123.982,235360,medium
3Zg6kO3S4FQ0jMfTIgHzyl,Oxas,GAMPER & DADONI,59,0u8v6tjFwtiVkbt0MwqfrN,Oxas,2013-09-13,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.756,0.591,2,-8.749,0,0.03,0.0276,0.391,0.0947,0.481,125.003,301175,medium
4PwXNVqkIM8KBuEgYFqDiE,High And Low,Sam Feldt,5,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.661,0.681,10,-5.375,1,0.0329,0.394,6.47e-06,0.081,0.386,114.978,159727,low
5I1K6LJMvIdV5kpHS8tMkr,Grow Up,Bolier,54,44SAlrDrWV7DvwUbfMisPC,Grow Up,2018-06-01,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.823,0.7,11,-6.588,0,0.077,0.0733,6.3e-05,0.685,0.537,123.05,169837,medium
6RxxunHQUOtYojwJGDLB51,Panamalu,Fabio Carry,44,3s8rlfuQO7p5TR7x3VLsTo,Panamalu,2015-10-22,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.705,0.55,7,-6.469,1,0.0355,0.115,0.0,0.149,0.449,114.992,217392,medium
1Rev0uexcpMr1ERkucbXnT,Heatwave (feat. Akon) - HUGEL Remix,Robin Schulz,45,6XsHmvUXIKt2pbKfHclwYU,Heatwave (feat. Akon) [The Remixes],2016-06-17,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.8,0.764,7,-4.712,0,0.0368,0.0105,0.000468,0.0782,0.562,122.982,232195,medium
1YEgACMNGb2EGptiOodOyZ,Leave Me Alone,Sam Feldt,6,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.591,0.67,6,-5.105,0,0.0443,0.233,0.0,0.109,0.547,104.81,162081,low
23OzWEhGGgu7RSqzKhsGhE,Seduction,Boris Way,42,716PfjuMoJzNMvydwPKTGV,Seduction,2016-12-20,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.794,0.857,0,-5.463,1,0.0407,0.101,0.12,0.068,0.235,121.976,185039,medium
6RBsFW2PBiJtCYZmNpia5G,Regulate - Le Boeuf Remix,Warren G,48,5HE2LhFUMTw1KhwY2x0O5y,Remix The Classics (Vol. 4),2016-12-09,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.85,0.729,6,-4.088,1,0.0496,0.0702,0.0498,0.0542,0.731,111.99,218571,medium
33uV0G85zoAlzHYTJyaGRl,We Turn The World Around,Tanja La Croix,35,3hFyywIKZuimer96xaXMud,We Turn The World Around,2016-08-03,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.661,0.831,5,-4.964,0,0.0419,0.0411,0.00236,0.112,0.369,121.992,198688,medium
5SNTUBSq1Qzi0URdB443h1,Freak - Sam Feldt Remix Edit,R3HAB,35,0ojB0D1LudlOhfQr3mQaJ7,Freak,2016-05-10,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.636,0.77,11,-5.671,0,0.125,0.469,0.0,0.268,0.443,118.038,196389,medium
7l15QDWp4v3TYh5u3pQjxa,Miami 82 - Kygo Remix,Syn Cole,59,1cVyMj4skGmb4uYJWbC95c,Miami 82 (Remixes),2014-05-08,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.708,0.6,2,-7.099,0,0.0407,0.177,0.119,0.0578,0.604,112.995,341947,medium
1fappIhSOUyng8mHEfYzkP,Don't Say A Word,Sam Feldt,4,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.774,0.679,0,-5.843,1,0.0649,0.3,0.0,0.0444,0.641,100.005,168157,low
5JdhojQ6h2Cy2t6uH5jPAa,Tripping Off,Kungs,50,66KCBRiOFSs9bki2A15WlB,Layers,2016-11-04,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.717,0.614,10,-7.082,0,0.0328,0.13,0.000312,0.169,0.42,123.999,176347,medium
7ctdCk91bL7jjDx3hmbB5z,Dancer (Kygo Remix),Didrik Thulin,54,74QHgMykIYrqokOQAuIUAY,Dancer (Kygo Remix),2013-12-17,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.733,0.555,0,-11.67,0,0.0401,0.0389,0.0254,0.609,0.839,119.999,394045,medium
2MmmLzAFA2XmKB4hP843gh,Oh Baby,Seizo,46,2RKn3sW8xSUVgChxnvDVl0,The Bearded Man - Beards On The Beach (Ibiza 2016),2016-06-17,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.696,0.798,8,-5.011,1,0.0345,0.0281,0.00119,0.118,0.388,124.023,159896,medium
5wNJY5ICnoVqzrfZMfHx7l,Fires (feat. Scarlett Quinn),Tim Arisu,41,1BdS5xLFT3ICqiVVoVKbur,Fires (feat. Scarlett Quinn),2016-10-07,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.75,0.532,1,-5.935,1,0.0486,0.00219,2.68e-05,0.121,0.294,125.002,203903,medium
0ZNkenDGP8wVlnEwfiBJYO,Fireproof - Embody Remix,Coleman Hell,44,1zXqUomsQOpXwrfqIts29c,Fireproof (Embody Remix),2016-08-05,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.704,0.819,8,-4.241,1,0.227,0.0132,0.000334,0.11,0.644,119.006,184133,medium
0DHUariIorcAgunTr0GTy2,Own the Night,Tropixx,41,7bHsGrx65iJ4TQOA8MZViy,Own the Night,2016-10-13,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.609,0.696,1,-7.811,1,0.038,0.337,0.000416,0.0871,0.185,104.994,210429,medium
79T9m6YkRCgP0955CE4UCd,No Diggity,Campsite Dream,55,42vpQq9br7zBjdcX1cGiIA,No Diggity,2016-09-23,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.711,0.714,7,-4.714,0,0.0374,0.183,0.0287,0.122,0.389,104.912,188849,medium
6HdURgU5JoS6IbMrTCC3QM,Stuck On You,On June,5,4NfeEcNunybQTtvxVT8TwT,Stuck On You,2016-07-15,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.729,0.515,8,-6.003,1,0.0351,0.494,1.66e-05,0.0905,0.398,120.994,212231,low
1aJ1xeEQ1ivKGnTeuYolJk,If You're Hearing This,Hook N Sling,55,2yOjy8vG8Tp7bVByZSLNcJ,If You're Hearing This,2017-06-30,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.71,0.563,7,-8.004,1,0.0403,0.125,0.0,0.196,0.427,101.931,173925,medium
3d7xGRzPWvMUJtJanQiD7x,World Can Wait,Sam Feldt,4,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.734,0.584,1,-7.539,0,0.106,0.155,1.29e-05,0.121,0.258,104.979,175621,low
5ahvjrjn7ymaeaWKFZrsca,The Sun - Klingande Remix Radio Edit,Parov Stelar,56,003sFH4G9RLE253AFIJ0YJ,The Sun (Klingande Remix),2015,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.612,0.761,11,-6.783,0,0.307,0.0935,0.355,0.146,0.46,124.928,210376,medium
3CIzp3oPhSkSMZjANQPtVV,Looking For Love,Nick Martin,3,1N2ut8wr12FaRimMYk6RTx,Looking For Love,2016-05-27,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.621,0.893,8,-4.146,0,0.0431,0.0105,0.000115,0.0994,0.459,105.005,214270,low
4MmESCOyomLv2BmcHkVAQY,Forever And A Day - LVNDSCAPE Remix,Bolier,3,3GbSqBflhUSuP294AP68GQ,Forever And A Day,2015-10-16,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.678,0.874,6,-6.768,1,0.0346,0.0283,0.0577,0.104,0.477,118.429,235036,low
2NsWGd3UslepVF25pKw1sp,Home (feat. Nico Santos) - Marcapasos Radio Remix,Topic,46,3iCS2u4nW6aQ0eycQXTuFk,Home (feat. Nico Santos) [The Remixes],2016-04-22,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.75,0.731,5,-6.289,0,0.0329,0.0493,2.55e-06,0.0718,0.391,123.012,214032,medium
5hRVBXMn6TFyOncZTYl7ej,On My Side,Hounded,5,5PCo30Irlzv3HTIZYae18C,On My Side (feat. Savoi),2017-05-05,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.668,0.612,8,-6.664,1,0.0598,0.501,0.000111,0.116,0.492,115.006,184152,low
3bu38wOOaBOOf4OYi23R6a,Running Out - Samuraii Remix,Matoma,36,4JbiALxW6KGF20S8kfGJD2,Running Out Remix EP,2016-05-13,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.522,0.306,10,-13.566,1,0.338,0.337,0.0797,0.161,0.223,185.828,174839,medium
69lKbD1RGW41qnsksqtMuq,Fall At Your Feet,Lucy Neville,32,3NT7QaUJUgaZb5HBlcXEpv,Fall At Your Feet,2016-11-11,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.713,0.666,7,-7.636,1,0.0327,0.107,0.124,0.106,0.111,110.004,202640,low
7MCgEv2ovQuxfijz2WZ4kH,Feels Like Home - Radio Edit,The Him,54,1kGvpxO6wQ0OtR5RJ9FYa1,Feels Like Home,2016-05-06,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.65,0.827,8,-3.792,1,0.0926,0.0265,5.88e-05,0.166,0.498,122.057,184918,medium
1kFu2TuUmsARXGYc2eYXiC,Montrose Ave,Y.V.E. 48,50,38FmGb1NtDyPwZtHHoL8x5,Montrose Ave,2016-02-16,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.692,0.585,0,-6.456,1,0.0308,0.00116,0.895,0.161,0.667,121.999,173320,medium
5lIat5pyge2yKkV20FlgQ7,Little Do You Know,Campsite Dream,55,5do9Fx2lflBZzxgup2xbTQ,Little Do You Know,2017-05-05,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.698,0.757,0,-5.82,1,0.0447,0.0831,0.0,0.195,0.349,95.031,168681,medium
0elb6lDN4B5Ao3TWoXYUzs,Almost Mine - Radio Edit,Wankelmut,47,4gIL6SKkzTlbzpBZ8l6s1D,Almost Mine (Radio Edit),2017-04-21,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.708,0.8,11,-5.072,1,0.0427,0.0513,1.02e-05,0.317,0.484,122.062,200467,medium
1oLxfF4dmgoKunk9LCQBCX,Fade Away,Sam Feldt,3,3DXfe2cEsCdAjORfXw0NDK,Sunrise To Sunset,2017-11-24,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.69,0.713,4,-3.246,0,0.0329,0.0314,0.0,0.337,0.388,105.06,170857,low
1UtjCEfOU9JaAMuGIhBPBx,Set The World (On Fire),Flatdisk,41,09qsaTWMHIShQH4CKkVdrd,Set The World (On Fire),2016-08-22,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.713,0.722,5,-7.113,1,0.0611,0.175,1.14e-05,0.131,0.482,123.99,179069,medium
1AgZA1lTtCXeIbhXrIup4W,From Me To You - Edit,Yolanda Be Cool,5,1oUmEpb1N5hk2F7pBTLUDC,From Me To You,2016-03-09,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.633,0.956,3,-2.26,1,0.0358,0.108,0.0402,0.0853,0.596,123.971,213086,low
7yebvgOaP8l5WkYh59dPxh,When It's Over,Sebastien,39,2JYl6pyiD4M1mgLP5etVO4,When It's Over,2016-12-09,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.657,0.882,5,-5.202,1,0.126,0.152,0.0,0.241,0.286,119.917,186055,medium
4mPOYg53faLL6brBcoZ5T8,Been A While,Sam Feldt,9,4uZwvic3uzZeuMQW9jWp2Y,Been A While EP,2016-02-05,Tropical House,37i9dQZF1DX0AMssoUKCz7,latin,tropical,0.779,0.695,1,-6.064,0,0.031,0.425,0.000769,0.107,0.392,120.004,163527,low
0dqfl4l45vqw2TnNrnbsy0,Parecen Viernes,Marc Anthony,71,0iSDto0c8PqIKtwrYS4lbh,OPUS,2019-05-10,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.658,0.863,7,-3.575,0,0.0352,0.287,1.53e-05,0.16,0.967,96.499,268440,high
2kBgJXGbVA6WcA40IFA9KF,Tu Cariñito,Puerto Rican Power,64,0eoWrfcaxarOASMm50HE7s,2 Grandes de la Salsa Vol. 4,2008-11-11,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.691,0.873,5,-8.758,0,0.0382,0.33,1.63e-06,0.0362,0.916,93.685,251253,medium
2dy3TKVDEbIeWxeIb8JWqZ,La Mejor Versión de Mi - Remix,Natti Natasha,80,0OChMQnL4dpFZQH93uPb1d,La Mejor Versión de Mi (Remix),2019-10-04,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.735,0.712,11,-5.119,0,0.0326,0.732,0.0,0.302,0.894,131.938,229333,high
1E7RHPXA9sZ30qfms18J7J,Amor A Primera Vista,Los Angeles Azules,63,2UMbhed3WWoe88zIkyvWvG,Amor A Primera Vista,2019-06-14,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.675,0.821,0,-6.017,1,0.0668,0.223,5.11e-05,0.149,0.96,170.163,221347,medium
0amRhMUb9wYrDOmSD938AQ,Tu Vida en la Mía,Marc Anthony,10,2ahx5REabp2JWsWWwM8Dqf,Tu Vida en la Mía,2019-02-21,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.68,0.864,2,-3.16,1,0.0339,0.37,0.000309,0.373,0.851,93.528,373200,low
5YfqVqJwjxiyhxvofbCnHp,Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,62,0GxUdSpTj1PeJlqq0knC5I,Contraste En Salsa,2008-07-21,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.777,0.72,8,-6.162,1,0.0803,0.778,0.0,0.069,0.96,163.905,266787,medium
3fRIuTih8bzc0vtY9fHhvF,Talento De Televisión,Willie Colón,69,44rPp1bnN1eL9ld3QE1t9c,Mis Favoritas,2010-06-07,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.779,0.796,2,-6.675,1,0.0434,0.701,3.99e-05,0.0636,0.938,104.947,279320,high
