track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity_class
3RZftiuTcLOqpsd8ZlwNhr,Hop Off A Jet (feat. Travis Scott),Young Thug,82,24jAbLMFzCTlIv3kQ94HwK,So Much Fun (Deluxe),2019-12-20,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.823,0.476,7,-8.951,1,0.242,0.0115,0.0,0.213,0.353,144.998,174067,high
09TZsMHXEtQkdmMJZPLKup,UP THE SMOKE (with Offset),Stunna 4 Vegas,81,1ID5rMIT1C61W2OLQ3rctp,UP THE SMOKE (with Offset),2019-11-08,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.907,0.765,4,-7.043,1,0.426,0.0512,0.0,0.153,0.896,142.992,188048,high
3Gzcb65waeZYidm0vSaelM,Red Light,Tee Grizzley,56,3QqkbNMuerqYvLZcDGp9zk,Red Light,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.846,0.716,1,-5.516,1,0.236,0.00101,0.0,0.244,0.213,98.005,127347,medium
3VyjsVV24RmBIbWJAeUJNu,No Idea,Don Toliver,92,1jAxVdQ2FFtbHu6kLNM0au,No Idea,2019-05-29,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.656,0.614,6,-4.973,0,0.102,0.558,0.000862,0.215,0.35,128.038,153750,high
735RSTb2xbtWbDtKD9XDYi,Somebody,Internet Money,83,2tGRWs8mrUVyjgbMIQpWQN,Somebody,2019-10-11,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.63,0.671,6,-6.659,0,0.256,0.363,0.0,0.113,0.333,89.921,174333,high
0eHFPf7gom9ztF7Jc6FP6C,What I Please (feat. Denzel Curry),Smokepurpp,74,7aes7mxj0sET2iX0v9kQrI,What I Please (feat. Denzel Curry),2019-12-11,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.803,0.709,10,-8.164,0,0.327,0.0352,0.0,0.122,0.54,139.877,140591,high
3yD2LWeCCFu7ybBO3lwbXM,U Played (feat. Lil Baby),Moneybagg Yo,73,0gpeQVeYLbbBrhnfbOEqjE,U Played (feat. Lil Baby),2020-01-03,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.876,0.847,2,-3.574,1,0.232,0.00335,0.0,0.293,0.882,134.963,164754,high
05JdgtCKkZ5CoOjM5KS4EG,"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",NLE Choppa,77,58gXxUxvp38hNEXjplbw4m,"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) [Remix]",2019-12-06,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.79,0.88,7,-1.983,1,0.376,0.324,0.0,0.0829,0.857,175.013,198694,high
7h0d2h0fUmzbs7zeFigJPn,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,89,1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,2019-12-27,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.559,0.491,2,-6.406,0,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874,high
7tgjDlQsMR8RvkdlNCJA58,6 Kiss,Trippie Redd,83,0tKX7BLXiiRgXUKYdJzjEz,A Love Letter To You 4,2019-11-22,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,199437,high
4IO8X9W69dIQe0EC5ALXhq,Immortal,21 Savage,83,7xgzD7onYd1Pms93ZOtxxX,Immortal,2019-10-31,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,254723,high
66FltlEV09mPJYAyfYm8De,Bang Bang,YNW Melly,78,5xq6RMHNIBA73qld03dR6V,Melly vs. Melvin,2019-11-22,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.657,0.522,10,-7.632,1,0.397,0.156,0.0,0.0811,0.442,179.687,260333,high
364spZLB5bhNlnPrzvUB41,Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,79,4PRKR5s0uRpu1KfyJCdVHk,Reply (feat. Lil Uzi Vert),2019-11-15,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,183589,high
050ud0e5cmIYjmXplDugVQ,Ready Set (feat. Big Sean),Kash Doll,73,3p8Vf5t8GAAJ72a6AFCMam,Stacked,2019-10-18,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.849,0.62,4,-5.921,0,0.0589,0.00252,0.000283,0.113,0.481,96.005,165375,high
4YrS33mjBWWchoLJTkAKwt,Go In,Lil Tjay,78,1bo658zg1INHzbKX4t4PG9,Go In,2019-12-13,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.799,0.698,9,-5.947,0,0.169,0.125,0.0,0.0778,0.799,121.998,254963,high
2Xo3rLHjXfdb4avN68aQyi,BEST ON EARTH (feat. BIA),Russ,82,2TBJtc64Y76xWs98Mtko07,BEST ON EARTH (feat. BIA),2019-10-18,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.568,0.764,5,-3.465,0,0.255,0.217,0.0,0.0931,0.625,179.985,160720,high
34e2WyzmjG2aDk7KykOOZZ,Take It Down (feat. Offset),Pardison Fontaine,72,45x9T2H8aU4ckLPOYfGucD,UNDER8ED,2019-11-15,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.917,0.494,1,-5.772,1,0.085,0.0393,0.0,0.194,0.341,143.048,208976,high
4DkZDzcHicZBXCEdA19oWs,Big Drip,Fivio Foreign,73,2fwB0BiqwR61u0Q86xvbFM,Pain and Love - EP,2019-11-13,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.814,0.661,0,-6.453,1,0.356,0.186,0.0,0.163,0.474,139.956,168307,high
79s5XnCN4TJKTVMSmOx8Ep,Dior,Pop Smoke,76,6d1vGZsr6Uy3h9IigBpPAf,Meet The Woo,2019-07-26,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,216387,high
6VYXuUz1nYMap8gtqeIrQB,I Think I Luv Her,Tyla Yaweh,77,6SLjG25W8rKuvSUExihz7g,I Think I Luv Her,2019-09-27,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.902,0.608,11,-6.238,1,0.27,0.000456,0.0,0.0621,0.836,84.001,160742,high
7LGWmZaoS7jZJ5tEi9EcDi,HAD ENOUGH (feat. Quavo & Offset),Don Toliver,83,1Sf8GsXG32t0jNrX11xqWx,JACKBOYS,2019-12-27,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.75,0.789,2,-4.578,1,0.108,0.253,0.0,0.129,0.673,147.957,157133,high
2QpGZOhTCHHiKmpSO9FW4h,Follow God,Kanye West,85,0FgZKfoU2Br5sHOfvZKTI9,JESUS IS KING,2019-10-25,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,high
4Chy83oRs3pToekNNpvTU6,Her,DAO,35,4cta5VqXzzYJTJSv2onh2C,Her,2020-01-17,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.737,0.723,1,-9.483,0,0.0673,0.104,0.851,0.0979,0.334,89.967,123333,medium
5vCMqXWUY0gQffbbX1z2eK,Visit By Cap Kendricks,Funky Notes,56,4Tp1yDTcXEOg5Nu8jb9cjV,Second Home,2019-05-03,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.525,0.729,6,-5.085,0,0.328,0.339,0.000494,0.538,0.842,81.634,195333,medium
0eOOTL9t2P448umBMf8vcS,Wasabi Terraces,Testiculo y Uno,56,5ryOyyt5nd8JUDtJreLgNv,Wasabi Terraces,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.808,0.245,2,-11.114,1,0.0519,0.177,0.609,0.706,0.583,87.213,188053,medium
6vhSIjj1M9HU9OnOi8sdqX,Verbania,Wun Two,44,7GBktDLN4nG7Ek5xeQllDX,Verbania,2020-01-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.61,0.341,7,-11.056,1,0.0499,0.179,0.807,0.113,0.69,146.005,124932,medium
0cZcOtDqLaavK7LowhTBsa,sunny,j'san,65,0enwhVDrDgNf2QpeleSUSZ,sunny,2018-04-26,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.811,0.429,0,-11.503,1,0.0789,0.468,0.607,0.109,0.646,138.027,139130,medium
06s7XknCVIqABJY8cGMol5,Haven,Finesse,43,0hijGWEK6AInJJjCcb5rwl,"No Future, Vol. 2",2020-01-07,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.687,0.188,4,-12.43,1,0.0681,0.687,0.663,0.0931,0.908,168.051,137180,medium
7gcVX05HnwUIHev1pkh0ne,Quicky,Fractite,31,7y1kND5L0avs3E6JtRAXIh,Quicky,2020-01-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.74,0.123,8,-10.878,0,0.0734,0.00163,0.808,0.0827,0.205,90.988,79121,low
3nuSxBQUTn7nidezkdcBf4,Sizedrum,Leyze,43,3ud7MR6RnLOms34crGFRkl,Amnesie,2020-01-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.784,0.196,9,-9.913,0,0.536,0.879,0.826,0.115,0.641,180.052,176562,medium
0RVzAEJdh4VsuRIkLqmo7t,Good Morning,Green Assassin Dollar,44,4SCB9uNYIdzpQeicMrtFFy,Good Morning,2020-01-09,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.751,0.425,7,-8.947,1,0.0466,0.894,0.725,0.0976,0.778,75.128,65000,medium
6BwCkzxd3h6eA5xqOUZzUY,Leaves covered by snow,No Spirit,60,65sqJcX1qHjBztviCk7xaK,Chillhop Essentials Winter 2019,2019-12-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.473,0.318,8,-13.997,1,0.0341,0.679,0.865,0.0844,0.113,89.992,184000,medium
2NEjPjHPuTjUqQ8MoIWi0Z,no stress,Oilix,15,2ytUOoS3iYfCzXQ7tRtvhh,Summer Trip,2019-02-26,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.611,0.702,0,-6.944,1,0.0366,0.145,0.176,0.424,0.734,89.999,229407,low
0vTJP35J4M1PY9iAA8UmbV,Sao Paulo Sunset,Saib,59,4uqJIUuSpvidPfFLDkAmHP,Summer Days,2019-03-08,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.693,0.918,7,-8.307,1,0.088,0.323,0.558,0.392,0.757,176.15,207401,medium
76RXCXdZaVZ9LHbmBypZnM,Rio Roadtrippin',Ozoyo,50,2fmsUtw5U7ACNF4NtQ371Z,Rio Roadtrippin',2019-12-27,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.721,0.769,6,-8.095,0,0.165,0.134,0.651,0.166,0.832,78.99,153418,medium
6VCeEqyExn5hfV1dBsGDIm,Fave Thing,Funky Notes,56,0ecADXvGhKIWjKDwX37Aox,Fave Thing,2019-11-01,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.52,0.403,4,-13.17,0,0.274,0.212,0.000528,0.139,0.233,169.471,184000,medium
1xHXZxN2boq8o6ohlAlB1O,Raw Quartet,Cookin Soul,59,5U50WTkFpKyj7jqvdYSKrg,Raw Quartet,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.661,0.47,7,-5.195,1,0.0917,0.163,0.329,0.192,0.339,84.024,182857,medium
6B6QA7QrMPio472SsQjQnh,Vaca,Wun Two,56,3yvn70JLWtpkqBGRFk5tQ8,Vaca,2019-12-30,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.75,0.338,4,-9.036,1,0.0497,0.119,0.835,0.146,0.684,142.069,128451,medium
1pqkpQx65J0uwl5PbnUDuJ,Fantasia,El Jazzy Chavo,41,7A4wJj58m8VZf2pjHGAAA9,Fantasia,2020-01-03,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.665,0.502,6,-8.868,0,0.0339,0.0138,0.882,0.158,0.286,86.971,153000,medium
0J9C432nUkMtgKiHQrVF1L,Think for Yourself,Moonspatz,44,2cgAsluSyoCwyXlWgIGNOV,Think for Yourself,2020-01-10,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.685,0.807,3,-7.691,0,0.17,0.354,0.0109,0.137,0.56,85.007,150430,medium
7sTVsEhtLy217gr6739xF4,Ready to Diet,Kevoe West,52,7dX1Zv1W3KGj4JmgnVGvZT,Ready to Diet,2019-12-06,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.602,0.437,1,-10.426,1,0.0281,2.22e-06,0.804,0.351,0.298,90.039,144250,medium
6sCNSFRrvhVlLGWJTvTvbm,Whales,Cap Kendricks,54,1oacEjy92JhHJw1peFG9mi,Keep Swimming,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.449,0.325,5,-8.762,0,0.0336,0.808,0.711,0.518,0.0575,82.788,127229,medium
4fypvLcaDU7pdHJ5xlRFPV,grass,MF Eistee,53,5WqyQlELzmUw552q2k4gNO,grass,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.804,0.372,11,-10.453,0,0.243,0.495,0.891,0.0944,0.591,166.115,161928,medium
7ALj2jRLBUaWXnW89GlAbz,December - Chillaxed,The Breed,49,2N4bO4CBETQSS0OZWC0ed7,The Art of Chilling,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.702,0.439,1,-15.213,1,0.039,0.0123,0.0813,0.0702,0.651,140.032,120918,medium
07PnRpdo0I4sEKahf0Os8l,Homesick,Kazam,53,2nZoK7IgGB5D85Fm3encZL,Homesick,2019-12-18,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.402,0.366,2,-12.369,1,0.0503,0.828,0.945,0.34,0.329,75.863,141509,medium
6LoeOsb4PfpP0ph9iMsvUf,Atrebor,Flughand,57,0Kkj075WxX8LUr1WZahm4p,Atrebor,2019-11-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.798,0.503,5,-7.103,1,0.0541,0.587,0.927,0.114,0.537,82.099,136680,medium
5Use6EepmS9Z7wAUPy3Kp4,On My Mind,Juan Rios,49,4ziUvPHpu8HcoepOdMEmzp,On My Mind,2019-11-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.541,0.277,10,-10.522,0,0.0324,0.869,0.00923,0.722,0.655,168.295,153557,medium
5Y4nAJYenoA15vWtRJllMP,meditate minds,digitalluc,57,0VdZe0UBgagpg11nuneoHK,Meditate minds,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.56,0.364,9,-9.338,0,0.0959,0.377,0.874,0.0869,0.408,68.457,137143,medium
1p5jbuZMzTZUXOlmI8VRIl,Ensnared,Melodiesinfonie,57,7dlCWTmnJoJbeK1rr4kRLJ,Ensnared,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.547,0.376,5,-9.531,0,0.0412,0.813,0.868,0.155,0.466,140.674,211150,medium
6oW0uYJZAR5RjOWBr9onVj,Devoted Passion,Figub Brazlevic,53,0BGF2BSK6WoS36qRP0aYj9,Devoted Passion / Moonlight in Marrakech,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.683,0.754,10,-6.466,1,0.0576,0.43,0.591,0.0932,0.646,83.016,143133,medium
4qv0hnIWqV1k1AksEY52RP,Sofa Stories,Moods,57,5jlOjNbY9NJqofKxnKwPi3,Sofa Stories,2019-12-16,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.554,0.418,0,-12.004,1,0.298,0.475,0.689,0.11,0.171,84.001,189250,medium
5g3lpA0rVxdt4EtNwJQBQw,Focus,Phlocalyst,56,4nEZghJoNLUCv0KmYoSFmN,Focus,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.502,0.15,3,-20.066,1,0.0364,0.72,0.932,0.109,0.0661,79.978,132000,medium
4d4IrFVJFASjI1QC0zDKuv,Verdi,Wun Two,52,3ZYWUWuqu0tibmiRzwOTMY,Verdi,2019-12-13,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.914,0.465,5,-14.578,0,0.0626,0.0828,0.727,0.0988,0.442,112.143,68644,medium
0o7YSyPeTwuZXi4rn7NDlB,Ballads for Backgrounds,Konteks,52,0cYEB8Ect5E84EeDxucyEK,Ballads for Backgrounds,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.764,0.38,11,-14.212,1,0.369,0.753,0.884,0.119,0.634,172.112,122791,medium
0w7HY9VhJF5KHPqhOyY6Sg,Aspen,Nokiaa,56,6Bf2QKCG3uhFCLQGPo1NSe,Aspen,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.828,0.412,8,-14.672,0,0.128,0.0844,0.894,0.126,0.19,110.054,114545,medium
1MmD2ICUPPyGxGDVypctcF,Leaving,High John,52,5VsWEJCWEQYIVYScDaPiRC,Leaving,2019-12-20,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.432,0.293,10,-10.994,0,0.0662,0.885,0.9,0.107,0.468,111.598,106216,medium
2jT4R7AMB7SrA4hXOkylYo,Flashlight,Made in M,56,21gX2jXQE4ejeI2Yi1aGlV,Flashlight,2019-12-15,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.728,0.115,8,-13.056,0,0.324,0.827,0.882,0.0875,0.7,148.204,102162,medium
6crAYI7gZzmGHtKINtuUn7,For Sale,Mr. Collage,51,0IzSTd9fN1MoGKDiZe0ahK,Layers,2019-12-12,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.769,0.658,11,-9.37,1,0.0906,0.201,0.614,0.086,0.686,77.547,198261,medium
1nNSbg1oXFH5AxyI1WRxkF,The Jam,Tru Comers,51,5xs7BqZk1INXpUi9A56KJn,EXPEDITion Vol. 25: Heartbreakahz,2019-12-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.69,0.427,11,-8.114,0,0.0817,0.0868,0.361,0.116,0.183,77.713,217625,medium
51mcuqQpPcsMRZ5KW0A0In,cherry,Tom Doolie,52,1wTr0NeYZivAevFTP2gU6a,cherry,2019-12-09,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.59,0.427,4,-10.999,0,0.186,0.476,0.00059,0.352,0.343,118.925,126055,medium
708BmbNyEFsWl0PQXWHknO,cielo,n o r m a l,17,11Q6QvFtKFU2CQpfUMSzMH,cielo,2019-04-09,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.613,0.317,1,-10.621,1,0.101,0.747,0.783,0.133,0.553,79.98,150094,low
1Mlr2Los4l7nUxu6gSZMLN,Nobodys Daddy Part 2,Nobodys Face,50,14qnEEVXUyoQ97JEwd9aS8,Beats Beim Drehen,2019-11-22,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.795,0.414,4,-10.718,0,0.0867,0.813,0.889,0.373,0.657,138.013,132213,medium
2DHHKsZ1ejniF4qGlGNz3z,Motel Hours,Kid Tarô,51,25IJFYG1sOVf7N2TeJUPbO,Motel Hours,2019-12-06,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.66,0.317,8,-9.809,1,0.0686,0.651,0.925,0.118,0.291,166.093,119422,medium
5CFUgwifmVBL4lrIVP2rp7,Perspective,Oatmello,57,1gRfd1STVJPtuuM8RW75bP,Listening to the Leaves Fall,2019-12-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.573,0.512,0,-9.696,1,0.0415,0.29,0.87,0.102,0.278,152.06,113684,medium
52IWmLOUfIW2a8dHnMW0Gt,Quiet Mornings,Mr. Käfer,58,4NrbWIWIdIpFie4WZtKmPj,On The Rhodes,2019-11-11,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.527,0.161,4,-12.223,0,0.0727,0.845,0.839,0.0973,0.291,162.117,139417,medium
